시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
울산,요양병원,602,602,-,-,-,0,906,13,29,0,2,34,-,-,-,71,118,-,-,227,-
울산,의원,297,297,-,-,-,-,"1,649",140,175,-,2,9,1,1,-,8,24,-,7,63,2
울산,치과병원,1,1,-,-,-,-,5,1,1,6,135,-,-,-,-,-,-,-,-,24,-
울산,치과의원,9,9,-,0,0,0,430,0,0,71,959,8,0,0,0,0,0,0,0,84,0
울산,보건소,51,48,-,-,-,3,5,16,9,0,11,1,-,-,-,5,-,-,-,-,-
울산,보건지소,5,5,-,-,-,-,4,1,-,-,4,-,-,-,-,-,-,-,-,-,-
울산,보건진료소,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,35,35,-,-,-,-,23,1,6,-,-,2,-,-,-,2,0,-,-,33,-
울산,한의원,21,21,-,0,0,0,433,-,-,-,-,-,-,-,-,-,-,-,-,11,-
경기,계,"39,694","39,395",171,15,42,71,"40,375","4,589","5,275",486,"8,959",956,103,30,53,"1,456","1,798",5,135,"12,932",341
경기,상급종합병원,"6,274","6,260",13,-,-,1,102,553,487,4,68,90,10,4,2,50,11,3,5,"1,295",31
경기,종합병원,"16,102","16,009",65,2,13,13,"2,531","1,653","1,443",16,202,327,63,21,10,212,201,2,29,"6,196",59
경기,병원,"6,403","6,364",4,0,26,9,"4,804",627,926,2,39,154,17,1,11,386,506,0,9,"2,677",102
경기,요양병원,"6,279","6,253",9,1,0,16,"5,819",111,316,0,2,278,0,0,6,674,780,0,0,"1,186",118
경기,의원,"3,219","3,115",74,8,3,19,"16,615","1,510","1,962",0,4,57,8,4,17,51,186,0,88,721,28
경기,치과병원,21,21,-,-,-,-,56,1,3,50,512,2,-,-,1,4,3,-,-,147,2
경기,치과의원,94,90,3,1,0,0,"4,976",3,1,414,"8,008",15,0,0,5,0,1,0,4,267,0
경기,보건소,338,325,-,3,-,10,163,112,63,-,67,4,-,-,-,12,-,-,-,-,-
경기,보건지소,76,75,-,-,-,1,114,7,8,-,55,-,-,-,-,2,-,-,-,2,1
경기,보건진료소,159,159,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경기,보건의료원,29,28,-,-,-,1,3,4,4,-,2,0,-,-,-,-,-,-,-,-,-
경기,약국,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,2,-
경기,한방병원,431,430,1,0,0,0,474,8,62,-,-,24,-,-,1,62,93,-,-,280,0
경기,한의원,269,266,2,0,0,1,"4,717",0,0,0,0,5,5,0,0,3,17,0,0,159,0
강원,계,"6,043","6,017",6,1,0,19,"4,914",609,673,63,"1,015",109,21,4,9,172,236,0,13,"2,162",72
강원,상급종합병원,938,934,2,1,0,1,72,76,52,1,10,10,10,1,0,7,2,0,0,369,17
강원,종합병원,"2,783","2,779",4,0,0,0,417,258,241,0,19,40,10,3,2,36,63,0,2,"1,035",14
강원,병원,913,903,-,0,0,10,608,104,132,1,29,24,1,0,3,62,72,0,0,458,37
강원,요양병원,424,424,0,-,-,0,396,11,21,0,2,21,-,-,0,47,59,-,-,102,2
강원,의원,573,572,0,-,0,1,"2,060",118,193,-,2,8,-,-,3,13,36,-,11,105,2
강원,치과병원,7,7,-,-,-,-,12,2,3,5,43,1,-,-,-,1,-,-,-,54,-
강원,치과의원,14,14,-,-,-,-,561,1,1,56,825,3,-,-,-,-,1,-,-,29,-
강원,보건소,131,127,-,-,-,4,101,32,23,-,28,-,-,-,-,5,-,-,-,-,-
강원,보건지소,67,66,-,-,-,1,126,2,2,-,53,-,-,-,-,-,-,-,-,1,-
강원,보건진료소,129,129,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-
강원,보건의료원,26,24,-,-,-,2,5,4,5,-,3,1,-,-,1,-,-,-,-,-,-
강원,한방병원,10,10,-,-,-,-,12,1,0,-,-,1,-,-,-,1,3,-,-,-,-
강원,한의원,28,28,-,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,9,0
충북,계,"4,767","4,720",25,0,5,17,"6,339",651,781,65,"1,204",149,10,6,5,198,274,0,22,"2,715",55
충북,상급종합병원,936,935,0,0,0,1,72,99,77,-,5,13,7,3,0,9,3,-,-,797,6
충북,종합병원,"1,774","1,768",4,0,2,0,700,240,216,0,53,44,3,3,1,40,79,0,2,"1,119",8
충북,병원,594,581,10,-,0,3,580,87,107,-,3,23,-,-,-,47,54,0,3,321,12
충북,요양병원,702,697,4,0,1,0,867,24,42,-,-,47,-,-,0,84,100,-,-,238,24
충북,의원,321,313,4,-,2,2,"2,604",170,307,-,0,13,-,-,2,8,24,-,17,86,3
충북,치과병원,3,-,3,-,-,-,6,0,-,4,57,-,-,-,-,-,-,-,-,6,-
충북,치과의원,11,11,-,0,0,0,580,0,0,61,996,6,0,0,1,0,0,0,0,50,1
충북,조산원,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,보건소,151,140,-,-,-,11,86,29,24,-,34,1,-,-,1,2,-,-,-,-,1
충북,보건지소,39,39,-,-,-,-,126,-,1,0,56,-,-,-,-,-,-,-,-,-,-
충북,보건진료소,157,157,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,한방병원,60,60,-,-,-,-,76,2,7,-,-,1,-,-,-,8,14,-,-,76,-
충북,한의원,19,19,-,0,0,0,638,0,-,-,-,1,-,-,-,-,-,-,-,21,-
충남,계,"5,940","5,882",29,1,5,23,"8,001",744,857,124,"1,565",217,11,4,9,261,395,0,30,"2,305",72
충남,상급종합병원,"1,759","1,750",-,0,2,7,121,184,128,1,5,39,5,2,1,12,8,0,5,388,13
충남,종합병원,"1,444","1,437",5,1,0,1,457,164,149,1,31,31,1,2,2,29,52,0,0,839,5
충남,병원,564,555,8,-,1,-,777,111,151,-,3,29,-,-,1,50,81,-,-,507,6
충남,요양병원,"1,192","1,187",4,0,0,1,"1,665",33,65,0,3,80,0,0,2,148,190,0,0,187,44
충남,의원,423,408,11,0,2,2,"2,995",199,314,0,0,18,0,0,2,9,44,-,25,101,3
충남,치과병원,9,9,-,-,-,-,21,1,6,32,226,4,-,-,-,-,-,-,-,44,-
충남,치과의원,3,3,-,0,0,0,757,0,0,89,"1,160",10,0,0,0,0,0,0,0,60,0
충남,보건소,149,139,-,-,-,10,85,36,19,1,50,1,-,-,1,-,-,-,-,-,-
충남,보건지소,52,52,-,-,-,-,229,3,3,-,84,0,-,-,-,-,-,-,-,-,-
충남,보건진료소,233,232,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건의료원,31,30,0,-,-,1,17,5,8,-,3,2,-,-,-,1,1,-,-,-,-
충남,한방병원,52,52,-,-,-,-,103,8,14,-,-,1,5,-,-,12,19,-,-,140,1
충남,한의원,29,28,1,-,-,-,773,-,-,-,-,2,-,-,-,-,-,-,-,39,-
전북,계,"7,652","7,594",26,2,3,27,"9,540","1,049","1,028",80,"1,645",284,25,13,7,405,627,5,34,"2,781",75
전북,상급종합병원,"2,025","2,010",-,0,0,15,108,184,176,4,16,27,15,9,2,18,33,5,2,845,11
전북,종합병원,"2,250","2,225",14,1,3,7,492,236,204,1,22,54,9,3,1,35,80,0,0,507,17
전북,병원,840,837,3,0,0,0,"1,098",143,181,0,0,44,0,0,1,118,140,0,16,626,31
전북,요양병원,"1,426","1,423",3,0,-,-,"2,697",62,84,-,-,98,1,-,1,169,219,-,-,391,-
전북,의원,496,491,2,1,-,2,"3,263",369,325,-,0,42,-,1,1,19,76,-,16,130,15
전북,치과병원,3,3,-,-,-,-,8,-,2,9,54,1,-,-,-,-,-,-,-,26,-
전북,치과의원,14,14,-,-,0,0,425,-,1,66,"1,436",5,-,-,-,-,-,-,-,32,-
전북,보건소,102,102,-,-,-,0,102,36,19,0,38,-,-,-,-,3,1,-,-,-,1
전북,보건지소,44,44,-,-,-,-,219,2,2,-,74,-,-,-,-,-,-,-,-,-,-
전북,보건진료소,226,222,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건의료원,59,56,-,-,-,3,17,10,12,-,5,0,-,-,-,1,2,-,-,-,-
전북,약국,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-
전북,한방병원,122,122,-,-,-,-,236,7,22,-,-,10,-,-,1,42,71,-,-,178,-
전북,한의원,45,45,-,0,0,0,875,0,0,0,0,1,0,0,0,0,5,0,0,44,0
전남,계,"8,539","8,479",28,1,2,29,"8,417",913,887,62,"1,396",195,5,5,4,420,514,1,18,"3,142",88
전남,상급종합병원,645,645,0,-,-,-,2,54,60,-,2,6,1,1,1,4,3,1,-,-,1
전남,종합병원,"2,832","2,822",9,0,1,0,786,279,241,0,22,66,4,2,1,59,62,0,2,974,11
전남,병원,"2,286","2,267",15,0,1,3,"1,052",219,245,0,5,47,0,1,0,120,158,0,0,982,21
전남,요양병원,"1,531","1,514",0,0,0,17,"2,260",70,81,0,2,57,0,0,1,181,201,0,0,816,49
전남,의원,412,408,1,0,-,3,"2,326",224,207,-,-,4,-,1,-,17,42,-,16,97,6
전남,치과병원,1,1,-,-,-,-,19,0,1,5,207,0,-,-,-,2,1,-,-,42,-
전남,치과의원,27,27,-,-,-,-,592,0,-,57,994,8,-,-,-,-,1,-,-,74,-
전남,보건소,159,152,-,1,-,6,173,44,26,-,37,-,-,-,-,1,-,-,-,-,-
전남,보건지소,160,160,-,-,-,-,303,13,7,0,122,-,-,-,-,-,-,-,-,2,-
전남,보건진료소,317,317,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,34,31,3,-,-,-,21,8,6,-,5,-,-,-,-,1,-,-,-,-,-
전남,한방병원,103,103,-,-,-,-,181,2,13,-,-,4,-,-,1,35,46,-,-,126,-
전남,한의원,32,32,-,0,-,-,701,0,-,-,-,3,-,-,-,-,-,-,-,29,-
경북,계,"9,577","9,540",9,1,9,18,"9,857",962,"1,091",159,"1,787",257,22,6,6,386,580,0,14,"2,618",105
경북,종합병원,"4,621","4,621",0,0,0,0,"1,120",436,390,1,50,107,14,4,2,53,89,0,0,"1,363",20
경북,병원,"1,418","1,408",1,0,5,4,845,133,174,0,5,23,2,1,0,97,135,-,-,646,71
경북,요양병원,"2,051","2,046",4,0,-,1,"2,526",55,107,-,2,99,6,-,1,216,306,-,-,356,13
경북,의원,788,779,2,0,4,3,"2,971",271,381,-,1,15,-,1,2,11,38,-,14,91,1
경북,치과병원,-,-,-,-,-,-,13,1,-,22,250,-,-,-,-,-,-,-,-,37,-
경북,치과의원,9,8,-,-,-,1,882,0,-,135,"1,279",9,-,-,-,-,-,-,-,77,-
경북,보건소,191,183,-,-,-,8,131,57,31,1,69,-,-,-,1,4,-,-,-,-,-
경북,보건지소,82,81,-,-,-,1,355,3,1,0,129,-,-,-,-,0,-,-,-,0,-
경북,보건진료소,310,307,2,1,-,-,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,32,32,-,-,-,-,13,4,4,0,2,1,-,-,-,1,2,-,-,-,-
경북,한방병원,32,32,-,-,-,-,36,2,3,-,-,2,-,-,-,4,9,-,-,-,-
경북,한의원,43,43,-,0,0,0,965,0,0,0,0,1,0,0,0,0,1,0,0,48,0
경남,계,"13,972","13,820",21,56,37,38,"13,104","1,599","1,552",213,"2,877",314,41,5,7,589,868,2,30,"4,342",136
경남,상급종합병원,"2,266","2,266",0,-,-,0,75,151,146,1,7,17,18,3,-,13,53,2,-,-,6
경남,종합병원,"4,809","4,797",4,0,8,0,984,541,416,3,74,74,9,2,1,66,81,0,3,"2,192",13
경남,병원,"2,763","2,682",-,55,17,9,"2,317",351,420,1,11,63,13,0,2,184,269,-,-,997,37
경남,요양병원,"2,660","2,646",0,0,0,14,"3,458",102,126,0,7,124,0,0,3,286,360,0,0,670,79
경남,의원,819,808,2,0,7,2,"4,113",392,381,0,0,22,1,0,1,27,86,0,27,203,1
경남,치과병원,32,28,-,-,4,-,32,2,9,53,430,2,-,-,-,-,-,-,-,106,-
경남,치과의원,14,10,-,1,-,3,555,0,-,155,"2,216",3,-,-,-,-,-,-,-,58,-
경남,보건소,177,168,1,-,1,7,146,47,35,-,48,1,-,-,-,-,-,-,-,-,-
경남,보건지소,76,75,-,-,-,1,183,7,7,-,82,1,-,-,-,-,-,-,-,2,-
경남,보건진료소,210,200,10,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건의료원,15,11,4,-,-,-,6,4,2,-,2,-,-,-,-,-,-,-,-,-,-
경남,한방병원,93,93,-,-,-,-,98,2,10,-,-,6,-,-,-,12,17,-,-,43,-
경남,한의원,38,36,-,-,-,2,"1,135",0,-,-,-,1,-,-,-,1,2,-,-,71,-
제주,계,"2,738","2,721",3,0,4,10,"1,646",305,390,17,497,63,4,3,2,51,89,0,22,553,19
제주,종합병원,"1,748","1,748",-,-,-,0,172,181,222,-,13,30,4,3,2,24,34,0,11,326,10
제주,병원,214,207,-,-,3,4,37,14,17,-,-,5,-,-,-,9,20,-,-,87,1
제주,요양병원,179,174,0,-,-,5,108,5,7,-,-,6,-,-,-,13,23,-,-,18,4
제주,의원,448,444,3,-,1,0,872,93,134,-,0,10,-,-,-,3,12,-,11,94,4
제주,치과병원,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
제주,치과의원,12,12,-,-,-,-,157,-,2,17,460,10,-,-,-,-,-,-,-,15,-
제주,조산원,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건소,39,38,-,-,-,1,12,12,7,-,5,1,-,-,-,2,-,-,-,-,-
제주,보건지소,11,11,-,-,-,-,16,-,1,-,5,-,-,-,-,-,-,-,-,-,-
제주,보건진료소,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,한의원,40,40,-,-,-,-,265,-,-,-,-,1,-,-,-,-,-,-,-,13,-
세종,계,220,219,0,0,0,1,728,42,84,9,228,7,0,0,0,14,11,0,2,77,4
세종,종합병원,58,58,-,-,-,-,9,6,6,-,3,-,-,-,-,2,2,-,-,-,-
세종,요양병원,57,57,-,-,-,0,85,3,4,-,-,3,-,-,-,10,7,-,-,27,2
세종,의원,65,65,-,-,-,-,414,31,71,-,0,3,-,-,-,1,2,-,2,41,2
세종,치과병원,-,-,-,-,-,-,-,-,1,1,11,-,-,-,-,-,-,-,-,-,-
세종,치과의원,2,2,-,-,-,-,71,-,-,8,207,1,-,-,-,-,-,-,-,5,-
세종,보건소,17,16,-,-,-,1,0,1,1,-,1,-,-,-,-,-,-,-,-,-,-
세종,보건지소,3,3,-,-,-,-,17,-,-,-,6,-,-,-,-,-,-,-,-,-,-
세종,보건진료소,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,한방병원,9,9,-,-,-,-,6,1,1,-,-,0,-,-,-,1,0,-,-,-,-
세종,한의원,2,2,-,-,-,-,126,-,-,-,-,-,-,-,-,-,-,-,-,4,-
