시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
충북,보건소,151,140,-,-,-,11,86,29,24,-,34,1,-,-,1,2,-,-,-,-,3
충북,보건지소,42,42,-,-,-,-,124,1,3,0,55,-,-,-,-,-,-,-,-,-,-
충북,보건진료소,157,157,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,한방병원,84,84,-,-,-,-,93,2,11,-,-,4,4,-,-,11,16,-,-,86,-
충북,한의원,24,24,-,0,0,0,654,0,-,-,-,1,-,-,-,-,-,-,-,34,-
충남,계,"7,330","7,277",24,1,5,23,"8,549",804,931,135,"1,624",226,21,4,10,261,404,0,55,"3,821",78
충남,상급종합병원,"2,733","2,724",-,0,2,7,155,196,137,1,5,36,5,2,1,13,9,0,5,398,10
충남,종합병원,"1,641","1,634",5,1,0,1,519,188,173,0,28,35,1,2,2,28,55,0,3,"1,496",7
충남,병원,628,621,6,-,1,-,843,123,171,-,3,31,-,-,3,52,84,-,-,555,4
충남,요양병원,994,987,7,0,-,0,"1,456",24,61,-,2,83,-,-,1,123,159,-,-,399,1
충남,정신병원,285,284,-,0,0,1,173,6,5,0,0,6,0,0,0,25,31,0,0,205,51
충남,의원,457,448,5,0,2,2,"3,397",216,334,0,0,15,2,0,2,8,43,-,47,431,4
충남,치과병원,7,7,-,-,-,-,21,1,7,33,227,4,-,-,-,-,-,-,-,79,-
충남,치과의원,3,3,-,0,0,0,750,0,0,100,"1,222",8,0,0,0,0,0,0,0,87,0
충남,보건소,149,139,-,-,-,10,85,36,19,1,50,1,-,-,1,-,-,-,-,-,-
충남,보건지소,53,53,-,-,-,-,228,3,3,-,84,0,-,-,-,-,-,-,-,-,-
충남,보건진료소,233,232,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건의료원,31,30,0,-,-,1,17,5,8,-,3,2,-,-,-,1,1,-,-,-,-
충남,한방병원,78,78,-,-,-,-,105,6,13,-,-,3,12,-,-,11,21,-,-,128,1
충남,한의원,38,37,1,-,-,-,799,-,-,-,-,2,1,-,-,-,1,-,-,43,-
전북,계,"8,419","8,375",25,3,2,14,"9,656","1,101","1,045",86,"1,702",301,56,13,8,411,617,5,45,"4,306",88
전북,상급종합병원,"2,406","2,406",-,0,0,0,131,187,179,4,16,29,14,9,2,18,33,5,3,883,15
전북,종합병원,"2,513","2,486",14,1,2,10,600,267,213,1,23,51,8,3,0,35,78,0,1,853,20
전북,병원,694,694,0,0,-,0,963,130,166,-,0,46,16,-,-,97,118,-,16,528,-
전북,요양병원,"1,460","1,454",5,1,0,0,"2,537",62,81,0,0,108,7,0,2,176,216,0,0,"1,239",0
전북,정신병원,169,169,-,-,-,-,123,8,8,-,-,4,10,-,-,19,20,-,-,139,36
전북,의원,531,527,2,1,-,1,"3,433",391,339,-,0,43,1,1,3,18,75,-,25,360,16
전북,치과병원,2,2,-,-,-,-,8,-,2,10,53,1,-,-,-,-,-,-,-,23,-
전북,치과의원,13,13,-,-,0,0,427,-,1,71,"1,491",4,-,-,-,-,-,-,-,45,-
전북,보건소,102,102,-,-,-,0,102,36,19,0,38,-,-,-,-,3,1,-,-,-,1
전북,보건지소,44,44,-,-,-,-,217,2,2,-,74,-,-,-,-,-,-,-,-,-,-
전북,보건진료소,223,219,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건의료원,58,55,-,-,-,3,15,10,11,-,7,1,-,-,-,1,1,-,-,5,-
전북,약국,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-
전북,한방병원,156,156,-,-,-,-,225,8,24,-,-,11,-,-,1,43,66,-,-,169,-
전북,한의원,48,48,-,0,0,0,875,0,0,0,0,1,0,0,0,1,9,0,0,60,0
전남,계,"8,765","8,714",32,1,2,16,"8,523",916,923,65,"1,496",193,25,5,5,405,501,1,19,"4,566",88
전남,상급종합병원,645,645,0,-,-,-,2,54,60,-,2,6,1,1,1,4,3,1,-,-,1
전남,종합병원,"3,056","3,047",8,0,1,0,776,289,260,0,20,64,2,2,2,60,67,0,0,"1,327",16
전남,병원,"2,154","2,138",15,0,1,0,"1,002",204,239,0,5,43,0,1,0,103,143,0,0,"1,125",10
전남,요양병원,"1,414","1,409",5,0,0,0,"2,058",62,71,0,1,56,0,0,1,166,181,0,0,"1,350",0
전남,정신병원,212,203,-,-,-,9,150,11,7,-,1,2,-,-,-,17,17,-,-,210,52
전남,의원,436,434,1,0,-,1,"2,532",228,231,-,-,7,11,1,-,16,44,-,19,260,9
전남,치과병원,2,2,-,-,-,-,17,0,1,2,184,-,-,-,-,2,1,-,-,47,-
전남,치과의원,27,27,-,-,-,-,620,0,-,63,"1,119",9,8,-,-,-,1,-,-,102,-
전남,보건소,159,152,-,1,-,6,173,44,26,-,37,-,-,-,-,1,-,-,-,-,-
전남,보건지소,161,161,-,-,-,-,305,14,8,0,122,-,-,-,-,-,-,-,-,2,-
전남,보건진료소,317,317,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,34,31,3,-,-,-,21,8,6,-,5,-,-,-,-,1,-,-,-,-,-
전남,한방병원,110,110,-,-,-,-,170,2,14,-,-,3,-,-,1,35,43,-,-,107,-
전남,한의원,38,38,-,0,-,-,696,0,-,-,-,3,3,-,-,-,1,-,-,36,-
경북,계,"10,114","10,078",11,1,7,17,"10,227",992,"1,107",154,"1,884",259,30,6,6,362,550,0,16,"3,427",79
경북,종합병원,"5,156","5,156",0,0,0,0,"1,167",456,396,1,48,107,14,4,2,53,87,0,0,"1,313",20
경북,병원,"1,220","1,218",0,-,2,0,690,127,162,0,8,21,2,1,0,60,89,-,-,558,12
경북,요양병원,"1,956","1,946",8,0,-,2,"2,512",55,101,-,2,102,6,-,1,204,292,-,-,873,2
경북,정신병원,268,266,-,-,-,2,173,4,6,-,-,3,-,-,-,20,23,-,-,163,44
경북,의원,794,785,1,0,5,3,"3,220",283,402,-,1,15,2,1,2,14,43,-,16,273,1
경북,치과병원,-,-,-,-,-,-,13,1,-,22,275,-,-,-,-,-,-,-,-,44,-
경북,치과의원,10,9,-,-,-,1,903,0,-,130,"1,350",7,1,-,-,-,-,-,-,130,-
경북,보건소,191,183,-,-,-,8,131,57,31,1,69,-,-,-,1,4,-,-,-,-,-
경북,보건지소,83,82,-,-,-,1,354,3,1,0,129,-,-,-,-,0,-,-,-,0,-
경북,보건진료소,307,304,2,1,-,-,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,32,32,-,-,-,-,13,4,4,0,2,1,-,-,-,1,2,-,-,-,-
경북,한방병원,45,45,-,-,-,-,44,2,4,-,-,2,-,-,-,6,13,-,-,7,-
경북,한의원,52,52,-,0,0,0,"1,007",0,0,0,0,1,5,0,0,0,1,0,0,66,0
경남,계,"14,845","14,754",25,1,31,34,"13,962","1,827","1,708",217,"2,979",342,89,5,7,614,898,9,107,"7,775",192
경남,상급종합병원,"3,363","3,361",2,-,-,0,268,368,272,1,14,39,22,3,-,19,53,2,-,"1,431",11
경남,종합병원,"4,343","4,334",2,0,7,0,979,492,366,1,60,65,7,2,1,62,86,0,3,"2,237",13
경남,병원,"2,644","2,634",-,0,10,0,"2,133",357,416,1,9,58,41,0,2,174,263,-,2,"1,179",9
경남,요양병원,"2,433","2,429",4,0,0,0,"3,276",94,116,0,2,130,7,0,3,267,324,7,0,"1,576",0
경남,정신병원,463,444,-,0,-,19,373,23,25,-,0,9,-,-,0,40,54,-,-,242,154
경남,의원,861,848,2,0,9,2,"4,707",424,439,0,0,24,4,0,1,31,86,0,102,740,5
경남,치과병원,42,38,-,-,4,-,34,3,9,54,451,2,-,-,-,-,-,-,-,107,-
경남,치과의원,14,10,-,1,-,3,543,0,-,160,"2,312",3,7,-,-,-,-,-,-,91,-
경남,보건소,177,168,1,-,1,7,146,47,35,-,48,1,-,-,-,-,-,-,-,-,-
경남,보건지소,79,78,-,-,-,1,182,9,8,-,81,1,-,-,-,-,-,-,-,2,-
경남,보건진료소,210,200,10,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건의료원,15,11,4,-,-,-,6,4,2,-,2,-,-,-,-,-,-,-,-,-,-
경남,한방병원,155,155,-,-,-,-,137,6,20,-,-,9,-,-,-,20,30,-,-,89,-
경남,한의원,46,44,-,-,-,2,"1,176",0,-,-,-,1,1,-,-,1,2,-,-,81,-
제주,계,"3,012","2,993",4,0,4,11,"1,798",332,370,23,599,90,7,3,2,52,87,0,25,697,18
제주,종합병원,"1,910","1,910",-,-,-,0,182,197,178,-,12,54,4,3,2,23,34,0,11,326,11
제주,병원,223,216,-,-,3,4,37,14,17,-,-,6,-,-,-,8,21,-,-,80,1
제주,요양병원,197,191,0,-,-,6,108,6,8,-,-,7,-,-,-,13,21,-,-,64,1
제주,정신병원,10,10,-,-,-,-,10,-,-,-,-,-,-,-,-,2,-,-,-,-,2
제주,의원,517,512,4,-,1,0,996,103,156,-,0,10,1,-,-,4,10,-,14,167,3
제주,치과병원,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
제주,치과의원,12,12,-,-,-,-,148,-,2,23,561,10,-,-,-,-,-,-,-,35,-
제주,조산원,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건소,39,38,-,-,-,1,12,12,7,-,5,1,-,-,-,2,-,-,-,-,-
제주,보건지소,11,11,-,-,-,-,16,-,1,-,5,-,-,-,-,-,-,-,-,-,-
제주,보건진료소,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,약국,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
제주,한방병원,9,9,-,-,-,-,9,-,1,-,-,1,-,-,-,0,-,-,-,12,-
제주,한의원,37,37,-,-,-,-,273,-,-,-,-,1,2,-,-,-,1,-,-,12,-
세종,계,867,866,0,0,0,1,963,100,149,5,282,15,13,1,0,22,14,0,8,394,5
세종,종합병원,634,634,-,-,-,-,15,54,59,-,5,5,4,1,-,6,2,-,1,178,1
세종,병원,28,28,-,-,-,-,18,3,1,-,-,1,-,-,-,1,-,-,-,14,-
세종,요양병원,47,47,-,-,-,-,71,2,4,-,-,4,-,-,-,8,6,-,-,10,-
세종,정신병원,5,5,-,-,-,0,9,0,-,-,-,-,-,-,-,1,2,-,-,11,2
세종,의원,83,83,-,-,-,0,593,39,80,-,0,2,9,-,-,3,1,-,7,135,2
세종,치과병원,-,-,-,-,-,-,-,-,1,1,14,-,-,-,-,-,-,-,-,-,-
세종,치과의원,2,2,-,-,-,-,73,-,-,4,256,1,-,-,-,-,-,-,-,12,-
세종,보건소,17,16,-,-,-,1,0,1,1,-,1,-,-,-,-,-,-,-,-,-,-
세종,보건지소,3,3,-,-,-,-,17,-,-,-,6,-,-,-,-,-,-,-,-,-,-
세종,보건진료소,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,한방병원,33,33,-,-,-,-,19,1,3,-,-,2,0,-,-,3,3,-,-,30,-
세종,한의원,8,8,-,-,-,-,148,-,-,-,-,-,-,-,-,-,-,-,-,4,-
