시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
대구,계,"12,530","12,495",18,1,1,15,"10,008","1,505","1,601",198,"2,318",254,77,17,11,372,605,26,49,"6,079",126
대구,상급종합병원,"4,614","4,606",8,0,0,0,600,476,389,6,21,50,42,13,4,34,62,24,1,"3,084",33
대구,종합병원,"2,065","2,059",5,1,-,0,488,164,155,1,30,35,29,2,1,31,35,2,3,802,9
대구,병원,"3,434","3,424",0,0,1,9,"1,632",257,359,0,7,71,2,2,3,160,269,-,14,"1,273",73
대구,요양병원,"1,284","1,280",2,-,-,2,"1,348",40,63,-,-,69,-,-,1,129,179,-,-,413,6
대구,의원,921,918,3,0,0,-,"4,053",542,610,-,1,18,4,-,2,13,56,-,31,296,4
대구,치과병원,5,5,-,-,-,-,10,-,5,17,347,1,-,-,-,-,-,-,-,90,-
대구,치과의원,8,8,-,-,-,-,611,1,-,174,"1,897",3,-,-,-,-,-,-,-,56,-
대구,보건소,101,98,-,-,-,3,10,23,14,-,13,-,-,-,-,3,-,-,-,-,-
대구,보건지소,7,7,-,-,-,-,19,-,-,-,2,-,-,-,-,1,-,-,-,-,-
대구,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
대구,한방병원,56,56,-,-,-,-,25,1,6,-,-,3,-,-,-,1,4,-,-,9,-
대구,한의원,27,26,-,0,0,1,"1,212",1,0,0,0,4,0,0,0,0,0,0,0,54,1
광주,계,"9,061","9,017",9,1,1,33,"7,904",936,"1,026",133,"1,908",172,14,6,13,459,643,6,64,"3,902",87
광주,상급종합병원,"1,918","1,916",0,0,0,2,98,122,126,4,6,29,5,5,3,14,14,6,0,290,4
광주,종합병원,"3,103","3,097",2,1,1,2,495,247,242,0,20,51,2,1,4,45,68,0,1,"1,126",13
광주,병원,"1,763","1,761",2,0,-,0,"1,158",176,223,-,-,30,6,-,3,134,175,-,30,"1,014",17
광주,요양병원,"1,277","1,257",0,-,-,20,"1,950",58,63,-,1,46,-,-,1,131,149,-,-,442,47
광주,의원,561,549,5,0,0,7,"2,417",314,274,-,3,6,1,-,2,10,36,-,33,288,6
광주,치과병원,9,9,-,-,-,-,31,1,7,19,207,2,-,-,-,0,2,-,-,16,-
광주,치과의원,18,18,-,-,-,-,424,-,2,110,"1,661",3,-,-,-,-,1,-,-,75,-
광주,보건소,70,68,-,-,-,2,29,12,7,-,10,1,-,-,-,-,-,-,-,-,-
광주,보건진료소,10,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
광주,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
광주,한방병원,305,305,0,0,0,0,612,6,82,0,0,4,0,0,0,125,197,0,0,613,0
광주,한의원,27,27,-,-,-,-,689,-,-,-,-,-,-,-,-,-,1,-,-,36,-
대전,계,"7,369","7,324",30,2,1,12,"7,810",910,"1,063",145,"1,637",278,11,10,5,232,384,5,63,"3,611",63
대전,상급종합병원,"1,299","1,296",2,-,-,1,133,123,114,1,2,27,2,1,0,14,16,5,4,657,10
대전,종합병원,"3,284","3,271",10,2,0,1,651,316,326,3,74,71,8,7,3,36,37,0,15,"1,598",20
대전,병원,"1,124","1,123",-,-,1,0,919,101,150,5,10,44,1,1,0,62,101,-,12,547,26
대전,요양병원,978,967,11,0,0,0,"1,204",24,51,-,-,71,-,-,1,97,159,-,-,180,1
대전,의원,444,430,7,-,-,7,"3,170",317,384,-,1,46,0,1,-,11,43,-,32,280,6
대전,치과병원,10,10,-,-,-,-,15,8,14,15,188,2,-,-,-,-,-,-,-,18,-
대전,치과의원,7,7,-,0,0,0,719,0,2,121,"1,354",5,0,0,0,0,2,0,0,181,0
대전,보건소,74,72,-,-,-,2,17,14,9,-,7,2,-,-,-,1,-,-,-,-,-
대전,보건지소,10,9,-,-,-,1,3,-,-,-,1,-,-,-,-,-,-,-,-,2,0
대전,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대전,한방병원,101,101,0,-,-,-,112,7,13,-,-,8,0,-,1,11,24,-,-,101,-
대전,한의원,30,30,-,-,0,0,867,-,0,-,-,2,-,-,-,-,2,-,-,47,-
울산,계,"4,708","4,701",0,0,3,4,"4,474",517,519,79,"1,154",104,3,3,2,163,230,4,36,"2,021",31
울산,종합병원,"2,819","2,819",0,0,-,0,229,237,197,1,27,36,2,2,0,26,23,1,3,707,6
울산,병원,825,821,0,-,3,1,691,106,101,-,-,14,-,-,2,50,69,3,4,759,23
울산,요양병원,610,610,-,-,-,0,902,12,29,0,2,34,-,-,-,72,113,-,-,228,-
울산,의원,320,320,-,-,-,-,"1,747",143,176,-,2,9,1,1,-,8,25,-,29,183,2
울산,치과병원,1,1,-,-,-,-,5,1,1,6,135,-,-,-,-,-,-,-,-,24,-
울산,치과의원,10,10,-,0,0,0,427,0,0,72,973,8,0,0,0,0,0,0,0,75,0
울산,보건소,51,48,-,-,-,3,5,16,9,0,11,1,-,-,-,5,-,-,-,-,-
울산,보건지소,5,5,-,-,-,-,4,1,-,-,4,-,-,-,-,-,-,-,-,-,-
울산,보건진료소,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,35,35,-,-,-,-,23,1,6,-,-,2,-,-,-,2,0,-,-,33,-
울산,한의원,21,21,-,0,0,0,441,-,-,-,-,-,-,-,-,-,-,-,-,12,-
경기,계,"41,824","41,520",165,15,42,82,"43,480","4,950","5,652",524,"9,554","1,002",118,30,51,"1,485","1,831",5,287,"17,841",354
경기,상급종합병원,"6,846","6,828",13,-,-,5,146,610,551,5,70,93,10,4,2,54,11,3,8,"2,342",31
경기,종합병원,"16,883","16,791",64,2,13,13,"2,626","1,749","1,535",15,223,348,64,21,10,220,208,2,30,"7,141",62
경기,병원,"6,579","6,543",4,0,26,6,"4,778",624,936,3,43,157,17,1,10,386,507,0,11,"2,992",102
경기,요양병원,"6,387","6,355",8,1,0,23,"5,807",110,320,0,2,286,4,0,6,686,797,0,0,"1,509",126
경기,의원,"3,712","3,613",71,8,3,17,"19,515","1,721","2,164",0,4,67,8,4,17,50,186,0,234,"2,816",30
경기,치과병원,8,8,-,-,-,-,48,2,4,51,543,2,-,-,-,2,1,-,-,144,-
경기,치과의원,93,89,3,1,0,0,"5,076",3,1,450,"8,545",16,1,0,5,0,2,0,4,443,0
경기,보건소,338,325,-,3,-,10,163,112,63,-,67,4,-,-,-,12,-,-,-,-,-
경기,보건지소,76,75,-,-,-,1,114,7,8,-,55,-,-,-,-,2,-,-,-,2,1
경기,보건진료소,159,159,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경기,보건의료원,29,28,-,-,-,1,3,4,4,-,2,0,-,-,-,-,-,-,-,-,-
경기,약국,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,2,-
경기,한방병원,452,447,0,0,0,5,509,8,66,-,-,24,9,-,1,70,104,-,-,288,2
경기,한의원,262,259,2,0,0,1,"4,694",0,0,0,0,5,5,0,0,3,15,0,0,162,0
강원,계,"6,105","6,079",6,1,0,19,"5,005",615,685,62,"1,037",114,23,4,9,169,235,0,25,"2,355",71
강원,상급종합병원,965,961,2,1,0,1,70,85,54,1,10,11,10,1,0,9,2,0,0,379,17
강원,종합병원,"2,813","2,809",4,0,0,0,415,261,245,0,18,41,10,3,2,36,63,0,3,"1,087",14
강원,병원,899,889,-,0,0,10,573,100,127,1,30,23,1,0,3,59,69,0,0,451,36
강원,요양병원,416,416,0,-,-,0,399,10,22,0,2,20,-,-,0,46,59,-,-,97,2
강원,의원,600,599,0,-,0,1,"2,184",117,203,-,0,13,1,-,3,12,38,-,22,234,2
강원,치과병원,7,7,-,-,-,-,12,2,3,5,43,1,-,-,-,1,-,-,-,54,-
강원,치과의원,14,14,-,-,-,-,564,1,1,55,849,3,-,-,-,-,1,-,-,43,-
강원,보건소,131,127,-,-,-,4,101,32,23,-,28,-,-,-,-,5,-,-,-,-,-
강원,보건지소,67,66,-,-,-,1,126,2,2,-,53,-,-,-,-,-,-,-,-,1,-
강원,보건진료소,129,129,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-
강원,보건의료원,26,24,-,-,-,2,5,4,5,-,3,1,-,-,1,-,-,-,-,-,-
강원,한방병원,10,10,-,-,-,-,12,1,0,-,-,1,-,-,-,1,3,-,-,-,-
강원,한의원,28,28,-,0,0,0,544,0,0,0,0,0,1,0,0,0,0,0,0,9,0
충북,계,"4,824","4,777",25,0,5,17,"6,583",714,798,68,"1,243",154,12,6,5,199,279,0,41,"3,066",61
충북,상급종합병원,936,935,0,0,0,1,72,99,77,-,5,13,7,3,0,9,3,-,-,797,6
충북,종합병원,"1,793","1,787",4,0,2,0,676,238,224,0,53,44,3,3,1,40,76,0,2,"1,229",8
충북,병원,594,580,11,-,0,3,578,87,106,-,3,23,-,-,-,46,54,0,3,339,12
충북,요양병원,734,729,4,0,1,0,880,24,41,-,-,49,-,-,0,86,102,-,-,245,28
충북,의원,332,322,6,-,2,2,"2,869",235,318,-,0,16,-,-,2,8,30,-,36,300,3
충북,치과병원,0,-,0,-,-,-,4,0,-,5,61,-,-,-,-,-,-,-,-,6,-
충북,치과의원,11,11,-,0,0,0,581,0,0,63,"1,031",6,2,0,1,0,0,0,0,52,1
충북,조산원,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,보건소,151,140,-,-,-,11,86,29,24,-,34,1,-,-,1,2,-,-,-,-,3
충북,보건지소,39,39,-,-,-,-,126,-,1,0,56,-,-,-,-,-,-,-,-,-,-
충북,보건진료소,157,157,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,한방병원,60,60,-,-,-,-,76,2,7,-,-,1,-,-,-,8,14,-,-,76,-
충북,한의원,17,17,-,0,0,0,631,0,-,-,-,1,-,-,-,-,-,-,-,21,-
충남,계,"5,973","5,923",21,1,5,23,"8,491",760,881,123,"1,588",214,11,4,8,261,393,0,52,"3,071",73
충남,상급종합병원,"1,794","1,785",-,0,2,7,127,182,129,1,5,35,5,2,1,12,9,0,5,384,13
충남,종합병원,"1,401","1,394",5,1,0,1,458,164,148,0,29,32,1,2,2,27,51,0,1,"1,220",5
충남,병원,578,571,6,-,1,-,781,119,160,-,3,28,-,-,1,51,81,-,-,556,7
충남,요양병원,"1,209","1,204",4,0,0,1,"1,728",32,65,0,3,83,0,0,1,150,186,0,0,185,43
충남,의원,436,427,5,0,2,2,"3,390",211,329,0,0,16,0,0,2,9,45,-,46,401,4
충남,치과병원,7,7,-,-,-,-,22,1,7,33,226,4,-,-,-,-,-,-,-,77,-
충남,치과의원,3,3,-,0,0,0,766,0,0,88,"1,185",10,0,0,0,0,0,0,0,74,0
충남,보건소,149,139,-,-,-,10,85,36,19,1,50,1,-,-,1,-,-,-,-,-,-
충남,보건지소,52,52,-,-,-,-,229,3,3,-,84,0,-,-,-,-,-,-,-,-,-
충남,보건진료소,233,232,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건의료원,31,30,0,-,-,1,17,5,8,-,3,2,-,-,-,1,1,-,-,-,-
충남,한방병원,51,51,-,-,-,-,106,7,13,-,-,1,5,-,-,11,19,-,-,135,1
충남,한의원,29,28,1,-,-,-,781,-,-,-,-,2,-,-,-,-,1,-,-,39,-
전북,계,"7,905","7,847",26,2,3,27,"9,757","1,084","1,039",81,"1,656",290,51,13,7,415,634,5,44,"3,411",78
전북,상급종합병원,"2,152","2,137",-,0,0,15,109,190,179,4,16,29,15,9,2,18,33,5,2,847,10
전북,종합병원,"2,325","2,300",14,1,3,7,500,240,204,1,22,52,9,3,1,36,81,0,1,766,18
전북,병원,842,839,3,0,0,0,"1,099",142,178,0,0,45,16,0,1,119,138,0,16,638,32
전북,요양병원,"1,443","1,440",3,0,-,-,"2,711",63,84,-,-,101,11,-,1,174,224,-,-,538,1
전북,의원,530,525,2,1,-,2,"3,448",394,337,-,0,45,-,1,1,20,79,-,25,314,16
전북,치과병원,2,2,-,-,-,-,8,-,2,10,55,1,-,-,-,-,-,-,-,24,-
전북,치과의원,14,14,-,-,0,0,433,-,1,66,"1,445",4,-,-,-,-,-,-,-,36,-
전북,보건소,102,102,-,-,-,0,102,36,19,0,38,-,-,-,-,3,1,-,-,-,1
전북,보건지소,43,43,-,-,-,-,218,2,2,-,74,-,-,-,-,-,-,-,-,-,-
전북,보건진료소,223,219,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건의료원,58,55,-,-,-,3,18,10,12,-,6,0,-,-,-,1,2,-,-,8,-
전북,약국,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-
전북,한방병원,126,126,-,-,-,-,237,7,21,-,-,10,-,-,1,43,70,-,-,178,-
전북,한의원,45,45,-,0,0,0,874,0,0,0,0,1,0,0,0,1,6,0,0,60,0
전남,계,"8,592","8,535",28,1,2,26,"8,420",918,907,63,"1,392",199,5,5,4,413,506,1,20,"3,615",91
전남,상급종합병원,645,645,0,-,-,-,2,54,60,-,2,6,1,1,1,4,3,1,-,-,1
전남,종합병원,"2,928","2,918",9,0,1,0,771,279,250,0,22,65,2,2,1,59,62,0,2,"1,178",12
전남,병원,"2,269","2,250",15,0,1,3,"1,036",216,242,0,5,48,0,1,0,118,160,0,0,"1,096",21
전남,요양병원,"1,516","1,499",0,0,0,17,"2,150",69,79,0,2,59,0,0,1,177,194,0,0,866,49
전남,의원,415,414,1,0,-,0,"2,475",232,223,-,-,6,-,1,-,18,41,-,18,190,8
전남,치과병원,2,2,-,-,-,-,15,0,1,2,186,-,-,-,-,2,1,-,-,47,-
전남,치과의원,27,27,-,-,-,-,600,0,-,61,"1,011",8,-,-,-,-,1,-,-,86,-
전남,보건소,159,152,-,1,-,6,173,44,26,-,37,-,-,-,-,1,-,-,-,-,-
전남,보건지소,161,161,-,-,-,-,304,14,8,0,122,-,-,-,-,-,-,-,-,2,-
전남,보건진료소,317,317,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,34,31,3,-,-,-,21,8,6,-,5,-,-,-,-,1,-,-,-,-,-
전남,한방병원,88,88,-,-,-,-,177,2,12,-,-,4,-,-,1,33,44,-,-,121,-
전남,한의원,31,31,-,0,-,-,695,0,-,-,-,3,2,-,-,-,-,-,-,29,-
경북,계,"9,669","9,633",7,1,10,18,"10,067",959,"1,107",158,"1,861",255,23,6,6,385,584,0,15,"2,889",105
경북,종합병원,"4,698","4,698",0,0,0,0,"1,054",432,396,1,47,108,14,4,2,55,92,0,0,"1,418",20
경북,병원,"1,425","1,416",0,0,5,4,854,129,167,0,5,21,2,1,0,94,134,-,-,662,71
경북,요양병원,"2,045","2,041",3,0,-,1,"2,531",54,108,-,2,96,6,-,1,214,306,-,-,378,13
경북,의원,801,791,2,0,5,3,"3,202",277,397,-,1,16,-,1,2,13,40,-,15,221,1
경북,치과병원,-,-,-,-,-,-,13,1,-,23,260,-,-,-,-,-,-,-,-,46,-
경북,치과의원,12,11,-,-,-,1,916,0,-,133,"1,346",10,1,-,-,-,-,-,-,115,-
경북,보건소,191,183,-,-,-,8,131,57,31,1,69,-,-,-,1,4,-,-,-,-,-
경북,보건지소,82,81,-,-,-,1,355,3,1,0,129,-,-,-,-,0,-,-,-,0,-
경북,보건진료소,310,307,2,1,-,-,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,32,32,-,-,-,-,13,4,4,0,2,1,-,-,-,1,2,-,-,-,-
경북,한방병원,30,30,-,-,-,-,35,2,3,-,-,2,-,-,-,4,9,-,-,-,-
경북,한의원,43,43,-,0,0,0,963,0,0,0,0,1,0,0,0,0,1,0,0,49,0
경남,계,"14,375","14,220",23,56,38,38,"13,839","1,700","1,651",215,"2,917",327,30,5,7,604,874,2,93,"5,961",144
경남,상급종합병원,"2,427","2,427",0,-,-,0,176,216,198,1,7,28,18,3,-,15,51,2,-,860,11
경남,종합병원,"4,877","4,865",4,0,8,0,955,530,410,2,74,73,9,2,1,65,77,0,3,"2,249",13
경남,병원,"2,836","2,755",-,55,17,9,"2,402",377,443,1,9,63,0,0,2,192,275,-,-,"1,153",37
경남,요양병원,"2,737","2,721",2,0,0,14,"3,511",104,126,0,7,125,0,0,3,288,363,0,0,707,79
경남,의원,838,826,2,0,8,2,"4,644",410,408,0,0,24,2,0,1,30,87,0,90,689,4
경남,치과병원,32,28,-,-,4,-,32,2,9,52,435,2,-,-,-,-,-,-,-,106,-
경남,치과의원,14,10,-,1,-,3,550,0,-,159,"2,253",3,-,-,-,-,-,-,-,77,-
경남,보건소,177,168,1,-,1,7,146,47,35,-,48,1,-,-,-,-,-,-,-,-,-
경남,보건지소,78,77,-,-,-,1,183,8,8,-,82,1,-,-,-,-,-,-,-,2,-
경남,보건진료소,210,200,10,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건의료원,15,11,4,-,-,-,6,4,2,-,2,-,-,-,-,-,-,-,-,-,-
경남,한방병원,95,95,-,-,-,-,100,2,12,-,-,6,-,-,-,13,19,-,-,43,-
경남,한의원,39,37,-,-,-,2,"1,132",0,-,-,-,1,1,-,-,1,2,-,-,75,-
제주,계,"2,780","2,763",3,0,4,10,"1,733",310,406,20,559,65,4,3,2,49,89,0,24,612,17
제주,종합병원,"1,763","1,763",-,-,-,0,171,183,227,-,13,29,4,3,2,22,34,0,10,328,10
제주,병원,214,207,-,-,3,4,37,14,17,-,-,6,-,-,-,8,20,-,-,80,1
제주,요양병원,177,172,0,-,-,5,109,4,7,-,-,7,-,-,-,13,23,-,-,18,4
제주,의원,477,473,3,-,1,0,962,97,145,-,0,11,-,-,-,4,12,-,14,141,2
제주,치과병원,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
제주,치과의원,12,12,-,-,-,-,154,-,2,20,520,10,-,-,-,-,-,-,-,32,-
제주,조산원,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건소,39,38,-,-,-,1,12,12,7,-,5,1,-,-,-,2,-,-,-,-,-
제주,보건지소,11,11,-,-,-,-,16,-,1,-,5,-,-,-,-,-,-,-,-,-,-
제주,보건진료소,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,한의원,40,40,-,-,-,-,265,-,-,-,-,1,-,-,-,-,-,-,-,13,-
세종,계,272,270,0,0,0,2,912,54,95,8,241,8,4,0,0,17,11,0,7,166,4
세종,종합병원,58,58,-,-,-,-,9,6,6,-,3,-,-,-,-,2,2,-,-,-,-
세종,병원,28,28,-,-,-,-,18,3,1,-,-,1,-,-,-,1,-,-,-,14,-
세종,요양병원,57,57,-,-,-,0,83,3,4,-,-,3,-,-,-,10,6,-,-,27,2
세종,의원,88,87,-,-,-,1,579,40,81,-,0,3,-,-,-,3,3,-,7,114,2
세종,치과병원,-,-,-,-,-,-,-,-,1,1,12,-,-,-,-,-,-,-,-,-,-
세종,치과의원,2,2,-,-,-,-,72,-,-,7,219,1,-,-,-,-,-,-,-,6,-
세종,보건소,17,16,-,-,-,1,0,1,1,-,1,-,-,-,-,-,-,-,-,-,-
세종,보건지소,3,3,-,-,-,-,17,-,-,-,6,-,-,-,-,-,-,-,-,-,-
세종,보건진료소,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,한방병원,7,7,-,-,-,-,9,1,1,-,-,0,4,-,-,1,0,-,-,-,-
세종,한의원,5,5,-,-,-,-,125,-,-,-,-,-,-,-,-,-,-,-,-,5,-
