시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
광주,종합병원,"3,243","3,238",2,0,1,2,513,255,232,0,19,53,4,1,4,48,70,0,2,"1,036",13
광주,병원,"1,692","1,687",5,0,-,0,"1,145",168,212,-,-,27,10,-,3,133,175,-,30,"1,009",15
광주,요양병원,"1,280","1,260",0,-,-,20,"1,863",56,64,-,1,45,-,-,1,129,148,-,-,417,47
광주,의원,565,554,4,0,0,7,"2,434",340,277,-,3,3,11,-,2,10,35,-,35,310,6
광주,치과병원,7,7,-,-,-,-,29,1,7,16,211,2,-,-,-,0,0,-,-,35,-
광주,치과의원,19,19,-,-,-,-,429,-,2,115,"1,711",3,-,-,-,-,1,-,-,81,-
광주,보건소,70,68,-,-,-,2,29,12,7,-,10,1,-,-,-,-,-,-,-,-,-
광주,보건진료소,10,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
광주,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
광주,한방병원,325,325,0,0,0,0,608,5,83,0,0,4,0,0,1,126,199,0,0,637,0
광주,한의원,26,26,-,-,-,-,673,-,-,-,-,-,-,-,-,-,1,-,-,36,-
대전,계,"7,464","7,422",27,2,1,12,"7,941",911,"1,081",146,"1,656",285,10,10,5,232,392,5,64,"3,601",64
대전,상급종합병원,"1,299","1,296",2,-,-,1,133,123,114,1,2,27,2,1,0,14,16,5,4,657,10
대전,종합병원,"3,273","3,261",9,2,0,1,666,306,325,3,75,72,7,7,3,33,36,0,15,"1,575",21
대전,병원,"1,204","1,203",-,-,1,0,"1,000",104,152,5,12,45,1,1,0,63,104,-,12,557,26
대전,요양병원,973,962,11,0,0,0,"1,207",24,52,-,-,73,-,-,1,96,161,-,-,163,1
대전,의원,454,442,5,-,-,7,"3,172",322,394,-,1,47,0,1,-,11,43,-,33,290,6
대전,치과병원,10,10,-,-,-,-,12,8,14,15,188,2,-,-,-,-,-,-,-,19,-
대전,치과의원,7,7,-,0,0,0,723,0,2,122,"1,370",5,0,0,0,0,2,0,0,181,0
대전,보건소,74,72,-,-,-,2,17,14,9,-,7,2,-,-,-,1,-,-,-,-,-
대전,보건지소,10,9,-,-,-,1,3,-,-,-,1,-,-,-,-,-,-,-,-,2,0
대전,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대전,한방병원,121,121,0,-,-,-,136,10,19,-,-,10,0,-,1,14,28,-,-,109,-
대전,한의원,31,31,-,-,0,0,872,-,0,-,-,2,-,-,-,-,2,-,-,48,-
울산,계,"4,812","4,805",0,0,3,4,"4,526",510,525,79,"1,165",106,3,3,2,163,229,4,36,"2,127",31
울산,종합병원,"2,980","2,980",0,0,0,0,285,248,208,1,27,37,2,2,0,28,26,1,3,774,7
울산,병원,764,760,0,-,3,1,648,92,90,-,-,13,-,-,2,47,60,3,4,711,22
울산,요양병원,616,616,-,-,-,0,906,12,31,0,2,37,-,-,-,73,118,-,-,271,-
울산,의원,314,314,-,-,-,-,"1,774",139,179,-,2,9,1,1,-,8,24,-,29,217,2
울산,치과병원,1,1,-,-,-,-,5,1,1,6,134,-,-,-,-,-,-,-,-,24,-
울산,치과의원,10,10,-,0,0,0,426,0,0,72,985,8,0,0,0,0,0,0,0,79,0
울산,보건소,51,48,-,-,-,3,5,16,9,0,11,1,-,-,-,5,-,-,-,-,-
울산,보건지소,5,5,-,-,-,-,4,1,-,-,4,-,-,-,-,-,-,-,-,-,-
울산,보건진료소,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,39,39,-,-,-,-,29,1,7,-,-,1,-,-,-,2,0,-,-,38,-
울산,한의원,21,21,-,0,0,0,444,-,-,-,-,-,-,-,-,-,1,-,-,13,-
경기,계,"43,521","43,197",174,14,43,93,"44,192","5,018","5,794",529,"9,708","1,019",154,31,55,"1,529","1,896",5,290,"18,593",353
경기,상급종합병원,"6,867","6,848",14,-,-,5,146,610,551,5,70,93,10,4,2,54,11,3,8,"2,342",31
경기,종합병원,"17,878","17,788",63,2,13,12,"2,676","1,773","1,567",16,222,354,66,22,10,222,210,2,30,"7,297",64
경기,병원,"6,949","6,913",4,0,27,5,"4,888",645,964,3,41,161,38,1,10,399,531,0,11,"3,233",104
경기,요양병원,"6,524","6,481",7,1,0,35,"5,917",111,324,0,3,293,4,0,6,690,799,0,0,"1,598",120
경기,의원,"3,757","3,651",78,7,3,18,"19,801","1,741","2,220",0,15,63,8,4,21,53,190,0,237,"2,987",31
경기,치과병원,9,9,-,-,-,-,41,2,3,52,528,2,-,-,-,2,1,-,-,152,-
경기,치과의원,94,90,3,1,0,0,"5,035",3,1,453,"8,705",16,5,0,5,0,2,0,4,469,0
경기,보건소,338,325,-,3,-,10,163,112,63,-,67,4,-,-,-,12,-,-,-,-,-
경기,보건지소,76,75,-,-,-,1,114,7,8,-,55,-,-,-,-,2,-,-,-,2,1
경기,보건진료소,159,159,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경기,보건의료원,29,28,-,-,-,1,3,4,4,-,2,0,-,-,-,-,-,-,-,-,-
경기,약국,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,2,-
경기,한방병원,575,567,3,0,0,5,685,10,89,-,-,28,13,-,1,92,137,-,-,348,2
경기,한의원,266,263,2,0,0,1,"4,722",0,0,0,0,5,10,0,0,3,15,0,0,163,0
강원,계,"6,199","6,171",8,1,0,19,"5,088",640,720,63,"1,055",126,23,4,9,179,241,0,26,"2,357",68
강원,상급종합병원,965,961,2,1,0,1,70,85,54,1,10,11,10,1,0,9,2,0,0,379,17
강원,종합병원,"2,846","2,842",4,0,0,0,424,268,261,0,19,45,10,3,2,39,64,0,2,"1,015",12
강원,병원,920,910,-,0,0,10,621,113,138,1,30,27,1,0,3,64,71,0,0,503,35
강원,요양병원,422,420,2,-,-,0,389,11,22,0,2,21,-,-,0,46,60,-,-,103,2
강원,의원,625,624,0,-,0,1,"2,205",121,209,-,0,16,1,-,3,12,39,-,24,240,2
강원,치과병원,7,7,-,-,-,-,13,2,3,5,45,1,-,-,-,1,-,-,-,53,-
강원,치과의원,13,13,-,-,-,-,569,1,1,56,863,3,-,-,-,-,1,-,-,42,-
강원,보건소,131,127,-,-,-,4,101,32,23,-,29,-,-,-,-,5,-,-,-,-,-
강원,보건지소,67,66,-,-,-,1,126,2,2,-,53,-,-,-,-,-,-,-,-,1,-
강원,보건진료소,129,129,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-
강원,보건의료원,26,24,-,-,-,2,5,4,5,-,3,1,-,-,1,-,-,-,-,-,-
강원,한방병원,19,19,-,-,-,-,21,1,2,-,-,1,0,-,-,3,4,-,-,13,-
강원,한의원,29,29,-,0,0,0,544,0,0,0,0,0,1,0,0,0,0,0,0,8,0
충북,계,"4,864","4,815",27,0,5,17,"6,628",668,806,68,"1,268",154,13,6,5,202,287,0,42,"3,205",59
충북,상급종합병원,936,935,0,0,0,1,72,99,77,-,5,13,7,3,0,9,3,-,-,797,6
충북,종합병원,"1,804","1,798",4,0,2,0,676,243,227,0,54,44,3,3,1,41,76,0,2,"1,313",8
충북,병원,652,636,13,-,0,3,606,89,109,-,3,25,0,-,-,50,59,0,3,352,12
충북,요양병원,696,691,4,0,1,0,880,23,39,-,-,47,-,-,0,84,105,-,-,278,27
충북,의원,337,327,6,-,2,2,"2,895",182,320,-,0,15,1,-,2,8,30,-,37,306,3
충북,치과병원,0,-,0,-,-,-,4,0,-,5,63,-,-,-,-,-,-,-,-,6,-
충북,치과의원,11,11,-,-,-,-,572,-,0,63,"1,054",6,2,-,1,-,-,-,-,54,0
충북,조산원,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,보건소,151,140,-,-,-,11,86,29,24,-,34,1,-,-,1,2,-,-,-,-,3
충북,보건지소,41,41,-,-,-,-,125,1,3,0,55,-,-,-,-,-,-,-,-,-,-
충북,보건진료소,157,157,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,한방병원,62,62,-,-,-,-,76,2,7,-,-,2,-,-,-,8,14,-,-,76,-
충북,한의원,17,17,-,0,0,0,632,0,-,-,-,1,-,-,-,-,-,-,-,22,-
충남,계,"6,026","5,976",21,1,5,23,"8,498",764,891,125,"1,585",221,11,4,8,262,385,0,52,"3,097",74
충남,상급종합병원,"1,794","1,785",-,0,2,7,127,182,129,1,5,35,5,2,1,12,9,0,5,384,13
충남,종합병원,"1,422","1,414",6,1,0,1,454,164,148,0,28,33,1,2,2,28,51,0,1,"1,229",5
충남,병원,608,600,7,-,1,-,801,120,162,-,3,31,-,-,1,52,82,-,-,554,10
충남,요양병원,"1,196","1,192",3,0,0,1,"1,685",31,69,0,2,86,0,0,1,149,176,0,0,187,41
충남,의원,450,442,4,0,2,2,"3,441",215,333,0,0,16,0,0,2,9,46,-,46,409,4
충남,치과병원,7,7,-,-,-,-,21,1,7,33,227,4,-,-,-,-,-,-,-,79,-
충남,치과의원,3,3,-,0,0,0,760,0,0,90,"1,183",10,0,0,0,0,0,0,0,81,0
충남,보건소,149,139,-,-,-,10,85,36,19,1,50,1,-,-,1,-,-,-,-,-,-
충남,보건지소,53,53,-,-,-,-,228,3,3,-,84,0,-,-,-,-,-,-,-,-,-
충남,보건진료소,233,232,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건의료원,31,30,0,-,-,1,17,5,8,-,3,2,-,-,-,1,1,-,-,-,-
충남,한방병원,50,50,-,-,-,-,108,7,13,-,-,1,5,-,-,11,19,-,-,134,1
충남,한의원,30,29,1,-,-,-,770,-,-,-,-,2,-,-,-,-,1,-,-,40,-
전북,계,"7,994","7,938",24,2,2,28,"9,736","1,083","1,057",87,"1,689",295,50,13,8,414,631,5,45,"3,504",80
전북,상급종합병원,"2,131","2,116",-,0,0,15,109,188,188,4,16,29,14,9,2,18,33,5,3,860,11
전북,종합병원,"2,398","2,372",15,1,2,8,529,247,214,1,22,49,8,3,0,37,81,0,1,790,19
전북,병원,826,826,0,0,0,0,"1,061",138,170,0,0,48,16,0,1,115,134,0,16,637,31
전북,요양병원,"1,475","1,472",3,0,-,-,"2,665",62,83,-,-,103,11,-,1,175,221,-,-,563,1
전북,의원,526,521,2,1,-,2,"3,475",391,344,-,0,44,1,1,3,20,79,-,25,329,17
전북,치과병원,2,2,-,-,-,-,8,-,2,10,54,1,-,-,-,-,-,-,-,23,-
전북,치과의원,15,15,-,-,0,0,431,-,1,72,"1,480",4,-,-,-,-,-,-,-,36,-
전북,보건소,102,102,-,-,-,0,102,36,19,0,38,-,-,-,-,3,1,-,-,-,1
전북,보건지소,43,43,-,-,-,-,218,2,2,-,74,-,-,-,-,-,-,-,-,-,-
전북,보건진료소,222,218,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건의료원,63,60,-,-,-,3,18,11,10,-,5,0,-,-,-,1,1,-,-,7,-
전북,약국,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-
전북,한방병원,147,147,-,-,-,-,245,8,24,-,-,14,-,-,1,44,73,-,-,197,-
전북,한의원,44,44,-,0,0,0,875,0,0,0,0,1,0,0,0,1,8,0,0,60,0
전남,계,"8,634","8,577",27,1,2,27,"8,478",922,913,67,"1,428",195,16,5,5,417,511,1,20,"3,783",95
전남,상급종합병원,645,645,0,-,-,-,2,54,60,-,2,6,1,1,1,4,3,1,-,-,1
전남,종합병원,"2,919","2,910",8,0,1,0,804,288,254,0,22,65,2,2,2,61,61,0,2,"1,224",12
전남,병원,"2,268","2,249",15,0,1,3,"1,021",214,241,0,5,44,0,1,0,115,156,0,0,"1,134",22
전남,요양병원,"1,529","1,512",0,0,0,17,"2,182",70,78,0,2,59,0,0,1,179,199,0,0,898,49
전남,의원,424,422,1,0,-,1,"2,475",228,224,-,-,6,2,1,-,17,43,-,18,220,11
전남,치과병원,2,2,-,-,-,-,15,0,1,2,186,-,-,-,-,2,1,-,-,47,-
전남,치과의원,27,27,-,-,-,-,605,0,-,65,"1,047",8,8,-,-,-,1,-,-,90,-
전남,보건소,159,152,-,1,-,6,173,44,26,-,37,-,-,-,-,1,-,-,-,-,-
전남,보건지소,161,161,-,-,-,-,304,14,8,0,122,-,-,-,-,-,-,-,-,2,-
전남,보건진료소,317,317,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,34,31,3,-,-,-,21,8,6,-,5,-,-,-,-,1,-,-,-,-,-
전남,한방병원,118,118,-,-,-,-,190,2,15,-,-,4,-,-,1,37,47,-,-,136,-
전남,한의원,31,31,-,0,-,-,685,0,-,-,-,3,3,-,-,-,-,-,-,32,-
경북,계,"9,766","9,727",9,1,10,19,"10,132",981,"1,115",158,"1,879",261,35,6,6,383,569,0,17,"2,890",100
경북,종합병원,"4,793","4,792",0,0,0,1,"1,101",445,396,1,51,112,14,4,2,54,95,0,0,"1,381",20
경북,병원,"1,421","1,412",0,0,5,4,862,137,172,0,8,22,9,1,0,92,130,-,-,663,66
경북,요양병원,"2,051","2,044",6,0,-,1,"2,504",52,105,-,2,97,6,-,1,212,288,-,-,381,13
경북,의원,793,784,1,0,5,3,"3,227",280,402,-,1,16,2,1,2,14,40,-,17,244,1
경북,치과병원,-,-,-,-,-,-,13,1,-,22,267,-,-,-,-,-,-,-,-,41,-
경북,치과의원,10,9,-,-,-,1,923,0,-,134,"1,350",10,1,-,-,-,-,-,-,118,-
경북,보건소,191,183,-,-,-,8,131,57,31,1,69,-,-,-,1,4,-,-,-,-,-
경북,보건지소,82,81,-,-,-,1,355,3,1,0,129,-,-,-,-,0,-,-,-,0,-
경북,보건진료소,310,307,2,1,-,-,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,32,32,-,-,-,-,13,4,4,0,2,1,-,-,-,1,2,-,-,-,-
경북,한방병원,40,40,-,-,-,-,46,2,4,-,-,2,-,-,-,6,13,-,-,7,-
경북,한의원,43,43,-,0,0,0,957,0,0,0,0,1,3,0,0,0,1,0,0,55,0
경남,계,"14,555","14,396",23,57,36,43,"13,887","1,708","1,665",219,"2,946",327,31,5,7,612,899,2,105,"6,150",144
경남,상급종합병원,"2,448","2,448",0,-,-,0,182,217,201,1,7,29,18,3,-,15,51,2,-,918,11
경남,종합병원,"4,905","4,894",4,0,7,0,954,527,403,2,75,71,9,2,1,65,77,0,3,"2,263",13
경남,병원,"2,898","2,812",-,56,16,14,"2,388",381,446,1,9,62,0,0,2,193,283,-,2,"1,167",37
경남,요양병원,"2,761","2,745",2,0,0,14,"3,523",104,127,0,3,127,0,0,3,292,375,0,0,777,79
경남,의원,843,831,2,0,8,2,"4,667",413,418,0,0,24,2,0,1,29,88,0,100,694,4
경남,치과병원,32,28,-,-,4,-,32,2,9,53,436,2,-,-,-,-,-,-,-,105,-
경남,치과의원,14,10,-,1,-,3,543,0,-,162,"2,285",3,1,-,-,-,-,-,-,81,-
경남,보건소,177,168,1,-,1,7,146,47,35,-,48,1,-,-,-,-,-,-,-,-,-
경남,보건지소,79,78,-,-,-,1,182,8,8,-,81,1,-,-,-,-,-,-,-,2,-
경남,보건진료소,210,200,10,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건의료원,15,11,4,-,-,-,6,4,2,-,2,-,-,-,-,-,-,-,-,-,-
경남,한방병원,133,133,-,-,-,-,125,5,16,-,-,6,-,-,-,17,23,-,-,67,-
경남,한의원,40,38,-,-,-,2,"1,137",0,-,-,-,1,1,-,-,1,2,-,-,76,-
제주,계,"2,775","2,758",3,0,4,10,"1,742",319,350,21,569,70,4,3,2,49,89,0,23,627,19
제주,종합병원,"1,741","1,741",-,-,-,0,170,191,172,-,13,35,4,3,2,22,36,0,9,328,11
제주,병원,217,210,-,-,3,4,36,14,17,-,-,6,-,-,-,8,20,-,-,75,1
제주,요양병원,180,175,0,-,-,5,111,4,7,-,-,7,-,-,-,13,23,-,-,18,4
제주,의원,489,485,3,-,1,0,971,98,144,-,0,10,-,-,-,4,10,-,14,160,3
제주,치과병원,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
제주,치과의원,12,12,-,-,-,-,153,-,2,21,530,10,-,-,-,-,-,-,-,33,-
제주,조산원,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건소,39,38,-,-,-,1,12,12,7,-,5,1,-,-,-,2,-,-,-,-,-
제주,보건지소,11,11,-,-,-,-,16,-,1,-,5,-,-,-,-,-,-,-,-,-,-
제주,보건진료소,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,한의원,39,39,-,-,-,-,266,-,-,-,-,1,-,-,-,-,-,-,-,13,-
세종,계,689,687,0,0,0,2,928,100,143,5,254,14,8,1,0,23,13,0,8,387,5
세종,종합병원,448,448,-,-,-,-,9,54,59,-,5,5,4,1,-,6,2,-,1,178,1
세종,병원,40,40,-,-,-,-,23,4,2,-,-,1,-,-,-,1,-,-,-,36,-
세종,요양병원,61,61,-,-,-,0,82,2,4,-,-,3,-,-,-,10,7,-,-,27,2
세종,의원,78,77,-,-,-,1,584,37,73,-,0,2,-,-,-,3,3,-,7,119,2
세종,치과병원,-,-,-,-,-,-,-,-,1,1,12,-,-,-,-,-,-,-,-,-,-
세종,치과의원,2,2,-,-,-,-,72,-,-,4,230,1,-,-,-,-,-,-,-,6,-
세종,보건소,17,16,-,-,-,1,0,1,1,-,1,-,-,-,-,-,-,-,-,-,-
세종,보건지소,3,3,-,-,-,-,17,-,-,-,6,-,-,-,-,-,-,-,-,-,-
세종,보건진료소,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,한방병원,28,28,-,-,-,-,13,2,3,-,-,2,4,-,-,3,1,-,-,16,-
세종,한의원,5,5,-,-,-,-,128,-,-,-,-,-,-,-,-,-,-,-,-,5,-
