시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
광주,요양병원,"1,304","1,284",0,-,-,20,"1,923",58,65,-,1,46,-,-,1,129,150,-,-,424,47
광주,의원,562,550,5,0,0,7,"2,441",338,276,-,3,4,3,-,2,10,35,-,35,302,6
광주,치과병원,9,9,-,-,-,-,29,1,7,16,211,2,-,-,-,0,0,-,-,35,-
광주,치과의원,18,18,-,-,-,-,428,-,2,114,"1,690",3,1,-,-,-,1,-,-,79,-
광주,보건소,70,68,-,-,-,2,29,12,7,-,10,1,-,-,-,-,-,-,-,-,-
광주,보건진료소,10,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
광주,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
광주,한방병원,308,308,0,0,0,0,609,5,83,0,0,4,0,0,1,123,197,0,0,611,0
광주,한의원,27,27,-,-,-,-,676,-,-,-,-,-,-,-,-,-,1,-,-,36,-
대전,계,"7,513","7,471",27,2,1,12,"7,918",920,"1,075",148,"1,648",279,11,10,5,232,390,5,63,"3,628",64
대전,상급종합병원,"1,299","1,296",2,-,-,1,133,123,114,1,2,27,2,1,0,14,16,5,4,657,10
대전,종합병원,"3,357","3,345",9,2,0,1,662,318,325,3,75,69,8,7,3,33,36,0,15,"1,590",21
대전,병원,"1,166","1,165",-,-,1,0,984,104,153,5,10,45,1,1,0,64,104,-,12,558,26
대전,요양병원,982,971,11,0,0,0,"1,213",24,51,-,-,71,-,-,1,96,161,-,-,180,1
대전,의원,456,444,5,-,-,7,"3,165",320,389,-,1,46,0,1,-,11,42,-,32,288,6
대전,치과병원,10,10,-,-,-,-,15,8,14,15,188,2,-,-,-,-,-,-,-,18,-
대전,치과의원,7,7,-,0,0,0,725,0,2,124,"1,364",5,0,0,0,0,2,0,0,182,0
대전,보건소,74,72,-,-,-,2,17,14,9,-,7,2,-,-,-,1,-,-,-,-,-
대전,보건지소,10,9,-,-,-,1,3,-,-,-,1,-,-,-,-,-,-,-,-,2,0
대전,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대전,한방병원,114,114,0,-,-,-,130,9,18,-,-,10,0,-,1,13,27,-,-,105,-
대전,한의원,30,30,-,-,0,0,871,-,0,-,-,2,-,-,-,-,2,-,-,48,-
울산,계,"4,802","4,795",0,0,3,4,"4,538",512,524,79,"1,163",106,3,3,2,163,238,4,36,"2,105",32
울산,종합병원,"2,976","2,976",0,0,0,0,285,247,208,1,27,37,2,2,0,28,26,1,3,771,7
울산,병원,769,765,0,-,3,1,672,94,92,-,-,13,-,-,2,48,66,3,4,707,23
울산,요양병원,607,607,-,-,-,0,903,12,30,0,2,36,-,-,-,72,120,-,-,271,-
울산,의원,316,316,-,-,-,-,"1,771",140,178,-,2,9,1,1,-,8,25,-,29,208,2
울산,치과병원,1,1,-,-,-,-,5,1,1,6,134,-,-,-,-,-,-,-,-,24,-
울산,치과의원,10,10,-,0,0,0,427,0,0,72,983,8,0,0,0,0,0,0,0,78,0
울산,보건소,51,48,-,-,-,3,5,16,9,0,11,1,-,-,-,5,-,-,-,-,-
울산,보건지소,5,5,-,-,-,-,4,1,-,-,4,-,-,-,-,-,-,-,-,-,-
울산,보건진료소,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,35,35,-,-,-,-,23,1,6,-,-,2,-,-,-,2,0,-,-,33,-
울산,한의원,21,21,-,0,0,0,443,-,-,-,-,-,-,-,-,-,1,-,-,13,-
경기,계,"43,089","42,767",172,14,43,93,"43,948","5,002","5,748",519,"9,609","1,010",156,32,54,"1,514","1,879",5,291,"18,329",360
경기,상급종합병원,"6,866","6,848",13,-,-,5,146,610,551,5,70,93,10,4,2,54,11,3,8,"2,342",31
경기,종합병원,"17,665","17,575",63,2,13,12,"2,676","1,769","1,561",16,222,352,66,23,10,221,211,2,30,"7,222",64
경기,병원,"6,798","6,762",4,0,27,5,"4,872",641,958,3,41,157,38,1,10,401,529,0,11,"3,204",105
경기,요양병원,"6,522","6,478",8,1,0,35,"5,894",112,323,0,3,291,4,0,6,687,803,0,0,"1,533",127
경기,의원,"3,747","3,643",76,7,3,18,"19,728","1,734","2,195",0,15,64,8,4,19,51,188,0,238,"2,962",30
경기,치과병원,8,8,-,-,-,-,43,2,4,51,545,2,-,-,-,2,1,-,-,145,-
경기,치과의원,94,90,3,1,0,0,"5,041",3,1,444,"8,589",16,1,0,5,0,2,0,4,459,0
경기,보건소,338,325,-,3,-,10,163,112,63,-,67,4,-,-,-,12,-,-,-,-,-
경기,보건지소,76,75,-,-,-,1,114,7,8,-,55,-,-,-,-,2,-,-,-,2,1
경기,보건진료소,159,159,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경기,보건의료원,29,28,-,-,-,1,3,4,4,-,2,0,-,-,-,-,-,-,-,-,-
경기,약국,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,2,-
경기,한방병원,520,512,3,0,0,5,580,8,80,-,-,26,22,-,2,81,119,-,-,293,2
경기,한의원,267,264,2,0,0,1,"4,687",0,0,0,0,5,7,0,0,3,15,0,0,165,0
강원,계,"6,154","6,126",8,1,0,19,"5,038",630,706,61,"1,037",121,23,4,9,175,241,0,27,"2,327",68
강원,상급종합병원,965,961,2,1,0,1,70,85,54,1,10,11,10,1,0,9,2,0,0,379,17
강원,종합병원,"2,837","2,833",4,0,0,0,423,265,257,0,19,45,10,3,2,39,64,0,3,"1,023",12
강원,병원,908,898,-,0,0,10,595,108,131,1,31,23,1,0,3,63,72,0,0,485,35
강원,요양병원,412,410,2,-,-,0,390,10,22,0,2,20,-,-,0,45,59,-,-,98,2
강원,의원,622,621,0,-,0,1,"2,196",120,208,-,0,16,1,-,3,12,40,-,24,238,2
강원,치과병원,7,7,-,-,-,-,13,2,3,5,44,1,-,-,-,1,-,-,-,53,-
강원,치과의원,13,13,-,-,-,-,566,1,1,54,846,3,-,-,-,-,1,-,-,42,-
강원,보건소,131,127,-,-,-,4,101,32,23,-,28,-,-,-,-,5,-,-,-,-,-
강원,보건지소,67,66,-,-,-,1,126,2,2,-,53,-,-,-,-,-,-,-,-,1,-
강원,보건진료소,129,129,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-
강원,보건의료원,26,24,-,-,-,2,5,4,5,-,3,1,-,-,1,-,-,-,-,-,-
강원,한방병원,10,10,-,-,-,-,12,1,0,-,-,1,-,-,-,1,3,-,-,-,-
강원,한의원,27,27,-,0,0,0,541,0,0,0,0,0,1,0,0,0,0,0,0,8,0
충북,계,"4,818","4,768",28,0,5,17,"6,590",722,803,68,"1,268",152,12,6,5,199,282,0,41,"3,100",60
충북,상급종합병원,936,935,0,0,0,1,72,99,77,-,5,13,7,3,0,9,3,-,-,797,6
충북,종합병원,"1,779","1,773",4,0,2,0,676,240,224,0,53,44,3,3,1,41,76,0,2,"1,230",8
충북,병원,603,586,14,-,0,3,595,88,108,-,3,23,0,-,-,48,53,0,3,346,12
충북,요양병원,728,722,5,0,1,0,877,24,41,-,-,47,-,-,0,83,106,-,-,261,27
충북,의원,336,327,5,-,2,2,"2,869",239,319,-,0,16,-,-,2,8,30,-,36,308,3
충북,치과병원,0,-,0,-,-,-,4,0,-,5,61,-,-,-,-,-,-,-,-,6,-
충북,치과의원,11,11,-,0,0,0,573,0,0,63,"1,057",6,2,0,1,0,0,0,0,53,1
충북,조산원,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,보건소,151,140,-,-,-,11,86,29,24,-,34,1,-,-,1,2,-,-,-,-,3
충북,보건지소,40,40,-,-,-,-,126,1,3,0,55,-,-,-,-,-,-,-,-,-,-
충북,보건진료소,157,157,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,한방병원,60,60,-,-,-,-,76,2,7,-,-,1,-,-,-,8,14,-,-,76,-
충북,한의원,17,17,-,0,0,0,632,0,-,-,-,1,-,-,-,-,-,-,-,22,-
충남,계,"6,007","5,959",19,1,5,23,"8,492",761,892,124,"1,587",220,11,4,8,262,393,0,52,"3,095",74
충남,상급종합병원,"1,794","1,785",-,0,2,7,127,182,129,1,5,35,5,2,1,12,9,0,5,384,13
충남,종합병원,"1,404","1,397",5,1,0,1,458,164,148,0,29,32,1,2,2,27,51,0,1,"1,224",5
충남,병원,588,581,6,-,1,-,787,119,164,-,3,28,-,-,1,51,83,-,-,558,7
충남,요양병원,"1,225","1,221",3,0,0,1,"1,718",32,70,0,3,89,0,0,1,151,183,0,0,189,44
충남,의원,440,432,4,0,2,2,"3,409",212,331,0,0,16,0,0,2,9,46,-,46,406,4
충남,치과병원,7,7,-,-,-,-,21,1,7,33,227,4,-,-,-,-,-,-,-,79,-
충남,치과의원,3,3,-,0,0,0,762,0,0,89,"1,183",10,0,0,0,0,0,0,0,82,0
충남,보건소,149,139,-,-,-,10,85,36,19,1,50,1,-,-,1,-,-,-,-,-,-
충남,보건지소,52,52,-,-,-,-,229,3,3,-,84,0,-,-,-,-,-,-,-,-,-
충남,보건진료소,233,232,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건의료원,31,30,0,-,-,1,17,5,8,-,3,2,-,-,-,1,1,-,-,-,-
충남,한방병원,51,51,-,-,-,-,106,7,13,-,-,1,5,-,-,11,19,-,-,135,1
충남,한의원,30,29,1,-,-,-,772,-,-,-,-,2,-,-,-,-,1,-,-,38,-
전북,계,"7,966","7,908",26,3,3,26,"9,733","1,083","1,045",81,"1,659",294,51,13,9,413,637,5,45,"3,487",80
전북,상급종합병원,"2,152","2,137",-,0,0,15,110,187,186,4,16,29,15,9,2,18,33,5,3,868,11
전북,종합병원,"2,366","2,341",14,2,3,6,503,241,204,1,22,50,9,3,1,35,83,0,1,792,19
전북,병원,837,834,3,0,0,0,"1,077",144,176,0,0,47,16,0,1,117,136,0,16,636,32
전북,요양병원,"1,463","1,460",3,0,-,-,"2,686",63,84,-,-,101,11,-,1,174,224,-,-,538,1
전북,의원,517,512,2,1,-,2,"3,467",391,335,-,0,45,-,1,3,20,79,-,25,324,16
전북,치과병원,2,2,-,-,-,-,8,-,2,10,55,1,-,-,-,-,-,-,-,24,-
전북,치과의원,14,14,-,-,0,0,427,-,1,66,"1,448",4,-,-,-,-,-,-,-,36,-
전북,보건소,102,102,-,-,-,0,102,36,19,0,38,-,-,-,-,3,1,-,-,-,1
전북,보건지소,43,43,-,-,-,-,218,2,2,-,74,-,-,-,-,-,-,-,-,-,-
전북,보건진료소,222,218,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건의료원,58,55,-,-,-,3,17,10,12,-,6,0,-,-,-,1,2,-,-,8,-
전북,약국,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-
전북,한방병원,145,145,-,-,-,-,246,9,24,-,-,14,-,-,1,44,73,-,-,198,-
전북,한의원,45,45,-,0,0,0,872,0,0,0,0,1,0,0,0,1,6,0,0,61,0
전남,계,"8,614","8,558",27,1,2,26,"8,434",927,921,67,"1,416",192,16,5,5,418,508,1,20,"3,635",92
전남,상급종합병원,645,645,0,-,-,-,2,54,60,-,2,6,1,1,1,4,3,1,-,-,1
전남,종합병원,"2,937","2,928",8,0,1,0,785,284,257,0,22,65,2,2,2,61,62,0,2,"1,210",12
전남,병원,"2,283","2,264",15,0,1,3,"1,045",221,247,0,5,42,0,1,0,120,160,0,0,"1,099",21
전남,요양병원,"1,490","1,473",0,0,0,17,"2,126",68,78,0,2,58,0,0,1,175,191,0,0,805,49
전남,의원,422,421,1,0,-,0,"2,479",232,224,-,-,6,2,1,-,18,43,-,18,217,9
전남,치과병원,2,2,-,-,-,-,15,0,1,2,186,-,-,-,-,2,1,-,-,47,-
전남,치과의원,27,27,-,-,-,-,605,0,-,65,"1,035",8,8,-,-,-,1,-,-,88,-
전남,보건소,159,152,-,1,-,6,173,44,26,-,37,-,-,-,-,1,-,-,-,-,-
전남,보건지소,161,161,-,-,-,-,304,14,8,0,122,-,-,-,-,-,-,-,-,2,-
전남,보건진료소,317,317,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,34,31,3,-,-,-,21,8,6,-,5,-,-,-,-,1,-,-,-,-,-
전남,한방병원,106,106,-,-,-,-,187,2,14,-,-,4,-,-,1,36,47,-,-,136,-
전남,한의원,31,31,-,0,-,-,691,0,-,-,-,3,3,-,-,-,-,-,-,31,-
경북,계,"9,764","9,727",8,1,10,18,"10,135",968,"1,113",161,"1,873",255,35,6,6,387,577,0,15,"2,907",105
경북,종합병원,"4,796","4,796",0,0,0,0,"1,084",436,394,1,49,107,14,4,2,55,92,0,0,"1,415",20
경북,병원,"1,412","1,403",0,0,5,4,861,133,169,0,8,23,9,1,0,94,135,-,-,656,71
경북,요양병원,"2,058","2,052",5,0,-,1,"2,543",55,108,-,2,95,6,-,1,214,297,-,-,381,13
경북,의원,788,779,1,0,5,3,"3,212",277,402,-,1,16,2,1,2,13,37,-,15,232,1
경북,치과병원,-,-,-,-,-,-,13,1,-,24,261,-,-,-,-,-,-,-,-,46,-
경북,치과의원,12,11,-,-,-,1,917,0,-,135,"1,352",10,1,-,-,-,-,-,-,117,-
경북,보건소,191,183,-,-,-,8,131,57,31,1,69,-,-,-,1,4,-,-,-,-,-
경북,보건지소,82,81,-,-,-,1,355,3,1,0,129,-,-,-,-,0,-,-,-,0,-
경북,보건진료소,310,307,2,1,-,-,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,32,32,-,-,-,-,13,4,4,0,2,1,-,-,-,1,2,-,-,-,-
경북,한방병원,40,40,-,-,-,-,45,2,4,-,-,2,-,-,-,6,13,-,-,7,-
경북,한의원,43,43,-,0,0,0,961,0,0,0,0,1,3,0,0,0,1,0,0,53,0
경남,계,"14,522","14,369",22,56,37,38,"13,832","1,709","1,654",218,"2,948",327,30,5,7,614,898,2,105,"6,122",143
경남,상급종합병원,"2,448","2,448",0,-,-,0,182,217,201,1,7,29,18,3,-,15,51,2,-,918,11
경남,종합병원,"4,914","4,903",4,0,7,0,953,534,404,2,76,72,9,2,1,66,77,0,3,"2,266",13
경남,병원,"2,875","2,794",-,55,17,9,"2,382",377,442,1,9,62,0,0,2,193,282,-,2,"1,163",36
경남,요양병원,"2,761","2,746",1,0,0,14,"3,512",104,126,0,3,127,0,0,3,293,376,0,0,743,79
경남,의원,839,827,2,0,8,2,"4,644",411,411,0,0,23,2,0,1,29,87,0,100,699,4
경남,치과병원,32,28,-,-,4,-,32,2,9,53,437,2,-,-,-,-,-,-,-,105,-
경남,치과의원,14,10,-,1,-,3,544,0,-,161,"2,285",3,-,-,-,-,-,-,-,84,-
경남,보건소,177,168,1,-,1,7,146,47,35,-,48,1,-,-,-,-,-,-,-,-,-
경남,보건지소,79,78,-,-,-,1,182,8,8,-,81,1,-,-,-,-,-,-,-,2,-
경남,보건진료소,210,200,10,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건의료원,15,11,4,-,-,-,6,4,2,-,2,-,-,-,-,-,-,-,-,-,-
경남,한방병원,119,119,-,-,-,-,115,5,16,-,-,6,-,-,-,17,23,-,-,67,-
경남,한의원,39,37,-,-,-,2,"1,132",0,-,-,-,1,1,-,-,1,2,-,-,75,-
제주,계,"2,782","2,765",3,0,4,10,"1,744",309,409,21,559,65,4,3,2,48,87,0,22,612,18
제주,종합병원,"1,749","1,749",-,-,-,0,171,182,230,-,13,29,4,3,2,21,34,0,8,331,11
제주,병원,215,208,-,-,3,4,36,14,17,-,-,6,-,-,-,8,20,-,-,75,1
제주,요양병원,181,176,0,-,-,5,112,4,7,-,-,7,-,-,-,13,23,-,-,18,4
제주,의원,489,485,3,-,1,0,971,97,145,-,0,11,-,-,-,4,10,-,14,147,2
제주,치과병원,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
제주,치과의원,12,12,-,-,-,-,150,-,2,21,520,10,-,-,-,-,-,-,-,28,-
제주,조산원,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건소,39,38,-,-,-,1,12,12,7,-,5,1,-,-,-,2,-,-,-,-,-
제주,보건지소,11,11,-,-,-,-,16,-,1,-,5,-,-,-,-,-,-,-,-,-,-
제주,보건진료소,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,한의원,39,39,-,-,-,-,269,-,-,-,-,1,-,-,-,-,-,-,-,13,-
세종,계,670,668,0,0,0,2,923,101,149,6,252,14,4,0,0,20,11,0,8,381,4
세종,종합병원,442,442,-,-,-,-,9,53,59,-,5,5,-,-,-,4,2,-,1,199,-
세종,병원,28,28,-,-,-,-,18,3,1,-,-,1,-,-,-,1,-,-,-,14,-
세종,요양병원,59,59,-,-,-,0,81,2,4,-,-,3,-,-,-,10,6,-,-,27,2
세종,의원,91,90,-,-,-,1,583,41,81,-,0,3,-,-,-,3,3,-,7,119,2
세종,치과병원,-,-,-,-,-,-,-,-,1,1,12,-,-,-,-,-,-,-,-,-,-
세종,치과의원,2,2,-,-,-,-,73,-,-,5,228,1,-,-,-,-,-,-,-,6,-
세종,보건소,17,16,-,-,-,1,0,1,1,-,1,-,-,-,-,-,-,-,-,-,-
세종,보건지소,3,3,-,-,-,-,17,-,-,-,6,-,-,-,-,-,-,-,-,-,-
세종,보건진료소,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,한방병원,16,16,-,-,-,-,12,1,2,-,-,1,4,-,-,2,0,-,-,11,-
세종,한의원,5,5,-,-,-,-,130,-,-,-,-,-,-,-,-,-,-,-,-,5,-
