시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
부산,한방병원,127,127,-,-,-,-,100,3,11,-,-,6,-,-,-,12,12,-,-,-,-
부산,한의원,56,56,-,-,-,-,"1,431",-,-,-,-,3,-,-,-,-,2,-,-,43,-
인천,계,"11,255","11,179",53,0,20,3,"10,720","1,243","1,354",83,"1,741",251,23,10,7,341,494,1,50,"3,927",93
인천,상급종합병원,"3,633","3,612",8,-,13,0,221,307,266,6,34,58,18,7,1,21,6,1,9,588,13
인천,종합병원,"3,736","3,723",8,0,3,2,"1,094",386,306,2,44,61,4,2,1,52,61,0,8,"2,217",19
인천,병원,"1,707","1,701",2,0,4,0,"1,220",130,196,-,8,30,-,-,1,91,127,-,19,414,46
인천,요양병원,"1,337","1,321",16,0,0,0,"1,395",18,73,0,0,77,0,0,0,134,187,0,0,350,10
인천,의원,526,507,19,0,0,0,"4,047",374,467,0,7,11,1,1,2,13,69,0,14,116,5
인천,치과병원,1,1,0,-,-,-,15,-,1,5,141,0,-,-,1,1,1,-,-,23,-
인천,치과의원,23,23,-,-,-,-,"1,555",1,4,70,"1,490",5,-,-,1,-,-,-,-,98,-
인천,보건소,79,78,-,-,-,1,18,23,16,-,6,0,-,-,-,1,-,-,-,-,-
인천,보건지소,24,24,-,-,-,-,27,2,0,-,11,-,-,-,-,-,-,-,-,-,-
인천,보건진료소,25,25,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
인천,한방병원,112,112,-,-,-,0,205,2,25,-,-,5,-,-,-,28,39,-,0,95,-
인천,한의원,52,52,-,0,0,0,922,-,-,-,-,4,-,-,-,-,4,-,-,26,-
대구,계,"12,206","12,163",16,8,2,17,"9,592","1,437","1,533",193,"2,239",253,63,16,10,367,583,26,45,"4,930",137
대구,상급종합병원,"4,422","4,413",8,0,0,1,569,471,374,6,21,47,40,13,4,33,62,24,1,"3,066",36
대구,종합병원,"2,101","2,095",5,1,-,0,460,153,154,1,28,36,21,2,1,30,33,2,2,718,9
대구,병원,"3,337","3,317",0,7,2,11,"1,503",241,338,0,8,73,1,1,2,167,253,-,14,567,82
대구,요양병원,"1,254","1,252",-,-,-,2,"1,316",36,64,-,-,64,-,-,1,122,174,-,-,298,5
대구,의원,883,880,3,0,0,-,"3,926",510,580,-,1,18,1,-,2,10,57,-,28,161,4
대구,치과병원,5,5,-,-,-,-,11,-,5,16,304,4,-,-,-,-,-,-,-,18,-
대구,치과의원,8,8,-,-,-,-,619,1,-,170,"1,862",4,-,-,-,-,-,-,-,55,-
대구,보건소,101,98,-,-,-,3,10,23,14,-,13,-,-,-,-,3,-,-,-,-,-
대구,보건지소,7,7,-,-,-,-,19,-,-,-,2,-,-,-,-,1,-,-,-,-,-
대구,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
대구,한방병원,51,51,-,-,-,-,21,1,4,-,-,3,-,-,-,1,4,-,-,-,-
대구,한의원,29,29,-,0,0,0,"1,138",1,0,0,0,4,0,0,0,0,0,0,0,45,1
광주,계,"8,564","8,532",10,1,1,20,"7,205",877,925,117,"1,713",183,8,6,13,431,601,6,47,"2,369",83
광주,상급종합병원,"1,875","1,873",0,0,0,2,98,122,126,4,6,29,5,5,3,14,14,6,0,290,4
광주,종합병원,"2,867","2,862",3,1,1,0,430,223,219,0,20,57,2,1,4,41,61,0,1,905,10
광주,병원,"1,642","1,639",2,0,-,1,947,163,197,-,1,36,-,-,2,126,165,-,15,329,22
광주,요양병원,"1,258","1,250",0,-,-,8,"1,848",57,59,-,1,47,-,-,1,120,140,-,-,406,46
광주,의원,526,514,5,0,0,7,"2,256",293,241,-,2,6,1,-,2,6,34,-,31,88,1
광주,치과병원,7,7,-,-,-,-,24,1,7,16,155,2,-,-,-,0,2,-,-,8,-
광주,치과의원,16,16,-,-,-,-,411,-,2,97,"1,518",1,-,-,-,-,1,-,-,30,-
광주,보건소,70,68,-,-,-,2,29,12,7,-,10,1,-,-,-,-,-,-,-,-,-
광주,보건진료소,10,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
광주,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
광주,한방병원,267,267,0,-,-,-,554,6,67,-,-,4,-,-,1,124,181,-,-,291,-
광주,한의원,26,26,-,-,-,-,607,-,-,-,-,-,-,-,-,-,3,-,-,20,-
대전,계,"6,978","6,936",28,2,1,11,"7,173",858,998,124,"1,470",267,11,10,5,227,371,5,37,"3,177",58
대전,상급종합병원,"1,299","1,296",2,-,-,1,133,123,114,1,2,27,2,1,0,14,16,5,4,657,10
대전,종합병원,"3,019","3,006",10,2,0,1,543,292,305,4,61,67,8,7,3,34,35,0,15,"1,840",17
대전,병원,"1,103","1,100",-,-,1,2,841,100,145,5,13,46,1,1,0,64,101,-,1,221,25
대전,요양병원,958,951,7,0,0,0,"1,191",24,53,-,-,67,-,-,1,95,159,-,-,160,1
대전,의원,370,357,9,-,-,4,"2,870",293,352,-,1,45,0,1,-,10,39,-,17,101,5
대전,치과병원,13,13,-,-,-,-,9,5,7,10,172,2,-,-,-,-,-,-,-,-,-
대전,치과의원,7,7,-,0,0,0,693,0,2,104,"1,213",5,0,0,0,0,2,0,0,109,0
대전,보건소,74,72,-,-,-,2,17,14,9,-,7,2,-,-,-,1,-,-,-,-,-
대전,보건지소,10,9,-,-,-,1,3,-,-,-,1,-,-,-,-,-,-,-,-,2,0
대전,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대전,한방병원,94,94,0,-,-,-,80,7,11,-,-,4,-,-,1,9,18,-,-,60,-
대전,한의원,23,23,-,-,0,0,793,-,0,-,-,2,-,-,-,-,1,-,-,27,-
울산,계,"4,146","4,138",0,0,4,4,"4,203",496,509,76,"1,126",112,3,3,2,159,233,4,9,"1,393",38
울산,종합병원,"2,314","2,314",0,0,-,0,216,245,190,1,26,40,2,2,0,24,25,1,2,701,6
울산,병원,805,800,0,-,4,1,573,100,103,-,-,19,-,-,2,50,68,3,-,304,30
울산,요양병원,590,590,-,-,-,0,892,12,28,0,2,33,-,-,-,71,116,-,-,216,-
울산,의원,310,310,-,-,-,-,"1,658",120,174,-,2,10,1,1,-,8,24,-,7,50,2
울산,치과병원,2,2,-,-,-,-,4,1,1,4,132,-,-,-,-,-,-,-,-,-,-
울산,치과의원,12,12,-,0,0,0,427,0,0,71,949,8,0,0,0,0,0,0,0,87,0
울산,보건소,51,48,-,-,-,3,5,16,9,0,11,1,-,-,-,5,-,-,-,-,-
울산,보건지소,5,5,-,-,-,-,4,1,-,-,4,-,-,-,-,-,-,-,-,-,-
울산,보건진료소,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,25,25,-,-,-,-,13,1,4,-,-,1,-,-,-,1,-,-,-,28,-
울산,한의원,21,21,-,0,0,0,411,-,-,-,-,-,-,-,-,-,-,-,-,7,-
경기,계,"38,355","38,060",170,12,37,76,"37,598","4,326","5,115",474,"8,819",935,76,30,51,"1,434","1,789",5,116,"10,109",366
경기,상급종합병원,"6,099","6,084",14,-,-,1,88,541,478,4,66,86,10,4,2,49,11,3,5,"1,295",31
경기,종합병원,"15,733","15,651",66,1,6,9,"2,328","1,590","1,404",16,202,317,58,21,9,197,202,2,28,"5,331",53
경기,병원,"6,000","5,954",2,0,28,16,"3,862",575,879,1,36,159,1,1,11,393,508,0,9,"1,195",133
경기,요양병원,"6,031","5,999",15,0,0,17,"5,376",108,305,0,2,271,0,0,5,665,779,0,0,"1,039",117
경기,의원,"3,187","3,095",63,7,3,19,"16,297","1,374","1,914",0,4,62,7,4,17,55,190,0,74,633,29
경기,치과병원,17,17,-,-,-,-,37,6,5,44,497,3,-,-,1,3,3,-,-,58,2
경기,치과의원,94,88,3,1,0,2,"4,992",3,1,409,"7,887",15,0,0,5,0,1,0,0,245,0
경기,보건소,338,325,-,3,-,10,163,112,63,-,67,4,-,-,-,12,-,-,-,-,-
경기,보건지소,76,75,-,-,-,1,114,5,7,-,56,-,-,-,-,2,-,-,-,2,1
경기,보건진료소,159,159,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경기,보건의료원,29,28,-,-,-,1,3,4,4,-,2,0,-,-,-,-,-,-,-,-,-
경기,약국,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,2,-
경기,한방병원,343,339,4,0,0,0,377,8,55,-,-,13,-,-,1,55,81,-,-,182,-
경기,한의원,249,246,3,-,-,-,"3,960",-,0,-,-,5,-,-,-,3,14,-,-,127,-
강원,계,"5,911","5,865",8,6,1,31,"4,786",605,663,62,"1,011",110,21,5,11,172,237,0,13,"1,876",74
강원,상급종합병원,940,936,2,1,0,1,72,77,52,1,9,10,10,2,0,7,2,0,0,346,17
강원,종합병원,"2,755","2,750",5,0,0,0,418,259,240,0,20,41,10,3,2,36,64,0,2,"1,030",14
강원,병원,853,824,-,5,1,23,551,97,125,1,22,23,1,-,4,60,69,-,-,254,38
강원,요양병원,391,391,-,-,-,0,367,11,20,0,2,22,-,-,1,48,64,-,-,64,2
강원,의원,566,565,1,-,0,0,"2,054",119,191,-,2,8,-,-,3,13,36,-,11,103,3
강원,치과병원,7,7,-,-,-,-,12,2,3,5,48,1,-,-,-,2,-,-,-,43,-
강원,치과의원,14,14,-,-,-,-,566,1,1,55,823,3,-,-,-,-,-,-,-,28,-
강원,보건소,131,127,-,-,-,4,101,32,23,-,28,-,-,-,-,5,-,-,-,-,-
강원,보건지소,67,66,-,-,-,1,126,2,2,-,53,-,-,-,-,-,-,-,-,1,-
강원,보건진료소,129,129,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-
강원,보건의료원,26,24,-,-,-,2,5,4,5,-,3,1,-,-,1,-,-,-,-,-,-
강원,한방병원,7,7,-,-,-,-,12,1,1,-,-,1,-,-,-,1,2,-,-,-,-
강원,한의원,25,25,-,0,0,0,502,-,0,-,-,-,-,-,-,-,-,-,-,7,-
충북,계,"4,446","4,402",23,0,5,16,"6,187",606,752,63,"1,176",141,10,6,5,198,279,0,21,"1,979",59
충북,상급종합병원,656,655,0,-,-,1,63,64,56,-,3,10,7,3,0,6,4,-,-,299,6
충북,종합병원,"1,788","1,782",4,0,2,0,684,238,217,0,53,43,3,3,1,40,78,0,2,"1,082",9
충북,병원,513,503,8,-,0,2,495,81,99,-,5,19,-,-,-,46,56,0,2,72,14
충북,요양병원,737,732,4,0,1,0,900,24,43,-,-,47,-,-,0,87,102,-,-,335,25
충북,의원,315,306,5,-,2,2,"2,568",167,305,-,0,13,-,-,2,9,25,-,17,76,3
충북,치과병원,2,-,2,-,-,-,3,1,-,6,62,0,-,-,-,-,-,-,-,5,-
충북,치과의원,11,11,-,0,0,0,588,0,0,57,963,6,0,0,1,0,0,0,0,43,1
충북,조산원,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,보건소,151,140,-,-,-,11,86,29,24,-,34,1,-,-,1,2,-,-,-,-,1
충북,보건지소,38,38,-,-,-,-,126,-,1,0,56,-,-,-,-,-,-,-,-,-,-
충북,보건진료소,157,157,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,한방병원,60,60,-,-,-,-,70,2,7,-,-,1,-,-,-,8,14,-,-,51,-
충북,한의원,18,18,-,0,0,0,600,0,-,-,-,1,-,-,-,-,-,-,-,15,-
충남,계,"5,635","5,580",21,1,5,28,"7,734",692,827,131,"1,537",212,6,4,9,250,378,0,30,"1,807",71
충남,상급종합병원,"1,651","1,642",-,0,2,7,109,157,125,1,5,34,5,2,1,12,9,-,5,390,11
충남,종합병원,"1,298","1,292",4,1,0,1,438,158,145,1,30,27,1,2,2,27,49,0,0,818,5
충남,병원,529,522,6,-,1,-,665,98,136,0,-,32,-,-,1,47,68,-,-,217,7
충남,요양병원,"1,201","1,190",5,0,0,6,"1,667",35,69,0,2,80,0,0,2,147,195,0,0,167,45
충남,의원,413,404,5,0,2,2,"3,003",198,309,0,0,17,0,0,2,9,45,-,25,99,3
충남,치과병원,5,5,-,-,-,-,21,1,6,37,216,5,-,-,-,-,-,-,-,12,-
충남,치과의원,4,4,-,0,0,0,769,0,0,91,"1,147",9,0,0,0,0,0,0,0,60,0
충남,보건소,149,139,-,-,-,10,85,36,19,1,50,1,-,-,1,-,-,-,-,-,-
충남,보건지소,52,52,-,-,-,-,229,3,3,-,84,0,-,-,-,-,-,-,-,-,-
충남,보건진료소,233,232,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건의료원,31,30,0,-,-,1,17,5,8,-,3,2,-,-,-,1,1,-,-,-,-
충남,한방병원,41,41,-,-,-,-,64,1,7,-,-,3,-,-,-,7,11,-,-,17,-
충남,한의원,28,27,1,-,-,-,666,-,-,-,-,2,-,-,-,-,-,-,-,27,-
전북,계,"7,732","7,669",27,3,3,30,"9,445","1,051","1,014",81,"1,622",292,26,13,8,404,600,5,16,"2,230",75
전북,상급종합병원,"2,016","2,001",-,0,0,15,110,186,172,4,16,27,15,9,2,18,33,5,2,794,11
전북,종합병원,"2,275","2,249",15,1,3,7,476,234,200,1,22,52,9,3,1,36,81,0,1,360,16
전북,병원,926,918,4,1,0,3,"1,079",146,184,0,0,53,0,0,1,116,132,0,-,402,31
전북,요양병원,"1,418","1,416",2,0,-,-,"2,644",63,83,-,-,101,2,-,2,173,224,-,-,346,-
전북,의원,490,485,2,1,-,2,"3,259",369,321,-,0,42,-,1,1,19,70,-,13,118,16
전북,치과병원,3,3,-,-,-,-,10,-,4,10,56,1,-,-,-,-,-,-,-,20,-
전북,치과의원,14,14,-,-,0,0,424,-,1,66,"1,410",5,-,-,-,-,-,-,-,26,-
전북,보건소,102,102,-,-,-,0,102,36,19,0,38,-,-,-,-,3,1,-,-,-,1
전북,보건지소,44,44,-,-,-,-,219,2,2,-,74,-,-,-,-,-,-,-,-,-,-
전북,보건진료소,226,222,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건의료원,55,52,-,-,-,3,17,9,10,-,6,0,-,-,-,1,1,-,-,-,-
전북,약국,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-
전북,한방병원,117,117,-,-,-,-,224,6,18,-,-,8,-,-,1,38,55,-,-,126,-
전북,한의원,46,46,-,-,-,-,881,0,-,-,-,1,-,-,-,-,3,-,-,36,-
전남,계,"8,480","8,422",27,1,1,29,"8,172",893,873,66,"1,410",200,5,5,3,404,504,1,16,"2,068",95
전남,상급종합병원,645,645,0,-,-,-,2,54,60,-,2,6,1,1,1,4,3,1,-,-,1
전남,종합병원,"2,827","2,819",8,0,0,0,789,272,242,0,22,67,4,2,1,59,63,-,1,810,13
전남,병원,"2,264","2,245",15,-,1,3,967,201,236,-,5,57,-,1,-,119,156,-,-,373,26
전남,요양병원,"1,506","1,489",0,0,0,17,"2,186",70,76,0,2,52,0,0,1,170,194,0,-,623,49
전남,의원,410,406,1,0,-,3,"2,329",227,208,-,-,4,-,1,-,17,43,-,15,86,6
전남,치과병원,8,8,-,-,-,-,25,0,2,7,230,0,-,-,-,2,1,-,-,21,-
전남,치과의원,26,26,-,-,-,-,588,0,-,59,985,8,-,-,-,-,1,-,-,74,-
전남,보건소,159,152,-,1,-,6,173,44,26,-,37,-,-,-,-,1,-,-,-,-,-
전남,보건지소,160,160,-,-,-,-,303,13,7,0,122,-,-,-,-,-,-,-,-,2,-
전남,보건진료소,317,317,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,34,31,3,-,-,-,21,8,6,-,5,-,-,-,-,1,-,-,-,-,-
전남,한방병원,93,93,-,-,-,-,153,1,10,-,-,3,-,-,-,31,43,-,-,50,-
전남,한의원,31,31,-,0,-,-,635,3,-,-,-,3,-,-,-,-,-,-,-,29,-
경북,계,"9,568","9,526",7,1,9,25,"9,579",952,"1,078",155,"1,761",255,15,6,8,382,556,0,14,"2,037",116
경북,종합병원,"4,630","4,628",2,0,0,0,"1,090",430,382,1,51,105,14,4,2,53,79,0,0,"1,293",21
경북,병원,"1,408","1,391",1,0,5,11,703,125,171,0,5,27,1,1,1,92,127,-,-,260,81
경북,요양병원,"2,059","2,058",-,0,0,1,"2,561",55,110,-,2,96,-,-,1,220,304,-,-,256,13
경북,의원,783,774,2,0,4,3,"2,937",276,377,-,1,15,-,1,2,10,36,-,14,93,1
경북,치과병원,-,-,-,-,-,-,13,1,-,19,257,-,-,-,1,-,-,-,-,13,-
경북,치과의원,9,8,-,-,-,1,881,0,-,134,"1,245",9,-,-,-,-,-,-,-,78,-
경북,보건소,191,183,-,-,-,8,131,57,31,1,69,-,-,-,1,4,-,-,-,-,-
경북,보건지소,82,81,-,-,-,1,355,3,1,0,129,-,-,-,-,0,-,-,-,-,-
경북,보건진료소,310,307,2,1,-,-,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,32,32,-,-,-,-,13,4,4,0,2,1,-,-,-,1,2,-,-,-,-
경북,한방병원,22,22,-,-,-,-,24,1,2,-,-,1,-,-,-,2,7,-,-,-,-
경북,한의원,42,42,-,0,0,0,871,0,0,0,0,1,0,0,0,0,1,0,0,44,0
경남,계,"13,539","13,384",21,57,37,40,"12,872","1,569","1,532",203,"2,856",321,28,4,7,594,873,2,32,"3,336",147
경남,상급종합병원,"2,249","2,249",0,-,-,0,76,151,145,1,6,17,18,3,-,13,53,2,-,-,6
경남,종합병원,"4,603","4,591",4,0,8,0,966,526,407,3,76,75,8,1,1,64,80,0,2,"1,756",13
경남,병원,"2,585","2,500",-,56,18,11,"2,197",334,409,1,11,68,1,0,2,184,266,-,-,592,42
경남,요양병원,"2,671","2,655",0,0,0,16,"3,511",98,128,0,8,125,0,0,3,293,373,0,0,592,85
경남,의원,799,789,2,0,6,2,"4,104",396,382,0,0,22,1,0,1,28,85,0,30,202,1
경남,치과병원,30,26,-,-,4,-,18,2,7,49,432,2,-,-,-,-,-,-,-,24,-
경남,치과의원,14,10,-,1,-,3,552,0,-,149,"2,191",3,-,-,-,-,-,-,-,56,-
경남,보건소,177,168,1,-,1,7,146,47,35,-,48,1,-,-,-,-,-,-,-,-,-
경남,보건지소,76,75,-,-,-,1,183,7,7,-,82,1,-,-,-,-,-,-,-,2,-
경남,보건진료소,210,200,10,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건의료원,15,11,4,-,-,-,6,4,2,-,2,-,-,-,-,-,-,-,-,-,-
경남,한방병원,74,74,-,-,-,-,82,2,10,-,-,6,-,-,-,11,14,-,-,51,-
경남,한의원,36,36,-,-,-,-,"1,029",2,0,-,-,1,-,-,-,1,2,-,-,61,-
제주,계,"2,696","2,681",3,0,3,9,"1,603",301,333,17,503,65,4,3,3,48,88,0,22,451,17
제주,종합병원,"1,732","1,732",-,-,-,0,169,182,161,-,13,31,4,3,3,23,34,0,11,336,10
제주,병원,188,178,-,-,2,8,24,11,18,-,-,5,-,-,-,7,20,-,-,8,1
제주,요양병원,187,187,0,-,-,-,108,5,8,-,-,7,-,-,-,13,22,-,-,-,3
제주,의원,443,439,3,-,1,0,869,91,136,-,0,10,-,-,-,3,12,-,11,78,3
제주,치과병원,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
제주,치과의원,12,12,-,-,-,-,158,-,2,17,462,10,-,-,-,-,-,-,-,15,-
제주,조산원,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건소,39,38,-,-,-,1,12,12,7,-,5,1,-,-,-,2,-,-,-,-,-
제주,보건지소,11,11,-,-,-,-,16,-,1,-,5,-,-,-,-,-,-,-,-,-,-
제주,보건진료소,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,한의원,37,37,-,-,-,-,240,-,-,-,-,1,-,-,-,-,-,-,-,14,-
세종,계,208,207,0,0,0,1,686,40,83,9,228,9,0,0,0,14,14,0,2,82,4
세종,병원,40,40,-,-,-,-,8,4,4,-,-,-,-,-,-,1,2,-,-,-,-
세종,요양병원,62,62,-,-,-,0,85,3,4,-,-,3,-,-,-,11,9,-,-,26,2
세종,의원,66,66,-,-,-,-,407,31,72,-,0,3,-,-,-,1,2,-,2,43,2
세종,치과병원,-,-,-,-,-,-,-,-,1,1,12,-,-,-,-,-,-,-,-,-,-
세종,치과의원,2,2,-,-,-,-,70,-,-,8,209,1,-,-,-,-,-,-,-,9,-
세종,보건소,17,16,-,-,-,1,0,1,1,-,1,-,-,-,-,-,-,-,-,-,-
세종,보건지소,3,3,-,-,-,-,17,-,-,-,6,-,-,-,-,-,-,-,-,-,-
세종,보건진료소,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,한방병원,9,9,-,-,-,-,8,1,1,-,-,2,-,-,-,1,1,-,-,-,-
세종,한의원,2,2,-,-,-,-,91,-,-,-,-,-,-,-,-,-,-,-,-,4,-
